federal_account_id,federal_account_code,Subagency,Title,treasury_account_identifier,tas_rendering_label,Agency
3311,010-8123,Federal Judicial Center,"Gifts and Donations, Federal Judicial Center, the Judiciary",NA,NA,US Agencies - Non-CFO Act
3312,010-8124,The Judiciary,"Claims Court Judges Retirement Fund, The Judiciary",NA,NA,US Agencies - Non-CFO Act
3313,011-0001,Executive Office of the President,"Compensation of the President, Executive Office of the President",42502,011-2010/2010-0001-000,US Agencies - Non-CFO Act
3313,011-0001,Executive Office of the President,"Compensation of the President, Executive Office of the President",45799,011-2011/2011-0001-000,US Agencies - Non-CFO Act
3313,011-0001,Executive Office of the President,"Compensation of the President, Executive Office of the President",53085,011-2012/2012-0001-000,US Agencies - Non-CFO Act
3313,011-0001,Executive Office of the President,"Compensation of the President, Executive Office of the President",56072,011-2013/2013-0001-000,US Agencies - Non-CFO Act
3313,011-0001,Executive Office of the President,"Compensation of the President, Executive Office of the President",59672,011-2014/2014-0001-000,US Agencies - Non-CFO Act
3313,011-0001,Executive Office of the President,"Compensation of the President, Executive Office of the President",63410,011-2015/2015-0001-000,US Agencies - Non-CFO Act
3313,011-0001,Executive Office of the President,"Compensation of the President, Executive Office of the President",65973,011-2016/2016-0001-000,US Agencies - Non-CFO Act
3313,011-0001,Executive Office of the President,"Compensation of the President, Executive Office of the President",69781,011-2017/2017-0001-000,US Agencies - Non-CFO Act
3313,011-0001,Executive Office of the President,"Compensation of the President, Executive Office of the President",73141,011-2018/2018-0001-000,US Agencies - Non-CFO Act
3313,011-0001,Executive Office of the President,"Compensation of the President, Executive Office of the President",74839,011-2019/2019-0001-000,US Agencies - Non-CFO Act
3314,011-0003,Executive Office of the President,"United States Quota, International Monetary Fund, Funds Appropriated to the President",NA,NA,US Agencies - Non-CFO Act
3315,011-0004,Executive Office of the President,"Maintenance of Value Adjustments, International Monetary Fund, Executive",NA,NA,US Agencies - Non-CFO Act
3316,011-0006,Executive Office of the President,"United States Quota, International Monetary Fund, Direct Loan Program Account, Executive",NA,NA,US Agencies - Non-CFO Act
3317,011-0030,Executive Office of the President,"Data-Driven Innovation, Funds Appropriated to the President, Executive Office of the President",61338,011-X-0030-000,US Agencies - Non-CFO Act
3317,011-0030,Executive Office of the President,"Data-Driven Innovation, Funds Appropriated to the President, Executive Office of the President",66299,047-011-X-0030-000,US Agencies - Non-CFO Act
3318,011-0033,Executive Office of the President,"Unanticipated Needs for Natural Disasters, Executive",NA,NA,US Agencies - Non-CFO Act
3319,011-0035,Executive Office of the President,"Partnership Fund for Program Integrity Innovation, Funds Appropriated to the President, Executive Office of the President",43873,011-2010/2012-0035-000,US Agencies - Non-CFO Act
3319,011-0035,Executive Office of the President,"Partnership Fund for Program Integrity Innovation, Funds Appropriated to the President, Executive Office of the President",45833,011-2011/2013-0035-000,US Agencies - Non-CFO Act
3319,011-0035,Executive Office of the President,"Partnership Fund for Program Integrity Innovation, Funds Appropriated to the President, Executive Office of the President",54761,011-2012/2013-0035-000,US Agencies - Non-CFO Act
3319,011-0035,Executive Office of the President,"Partnership Fund for Program Integrity Innovation, Funds Appropriated to the President, Executive Office of the President",53098,011-2012/2014-0035-000,US Agencies - Non-CFO Act
3319,011-0035,Executive Office of the President,"Partnership Fund for Program Integrity Innovation, Funds Appropriated to the President, Executive Office of the President",56090,011-2013/2014-0035-000,US Agencies - Non-CFO Act
3319,011-0035,Executive Office of the President,"Partnership Fund for Program Integrity Innovation, Funds Appropriated to the President, Executive Office of the President",56104,011-2013/2015-0035-000,US Agencies - Non-CFO Act
3319,011-0035,Executive Office of the President,"Partnership Fund for Program Integrity Innovation, Funds Appropriated to the President, Executive Office of the President",59690,011-2014/2015-0035-000,US Agencies - Non-CFO Act
3319,011-0035,Executive Office of the President,"Partnership Fund for Program Integrity Innovation, Funds Appropriated to the President, Executive Office of the President",59704,011-2014/2016-0035-000,US Agencies - Non-CFO Act
3319,011-0035,Executive Office of the President,"Partnership Fund for Program Integrity Innovation, Funds Appropriated to the President, Executive Office of the President",63428,011-2015/2016-0035-000,US Agencies - Non-CFO Act
3319,011-0035,Executive Office of the President,"Partnership Fund for Program Integrity Innovation, Funds Appropriated to the President, Executive Office of the President",63442,011-2015/2017-0035-000,US Agencies - Non-CFO Act
3319,011-0035,Executive Office of the President,"Partnership Fund for Program Integrity Innovation, Funds Appropriated to the President, Executive Office of the President",65983,011-2016/2018-0035-000,US Agencies - Non-CFO Act
3319,011-0035,Executive Office of the President,"Partnership Fund for Program Integrity Innovation, Funds Appropriated to the President, Executive Office of the President",51998,012-011-2010/2012-0035-035,US Agencies - Non-CFO Act
3319,011-0035,Executive Office of the President,"Partnership Fund for Program Integrity Innovation, Funds Appropriated to the President, Executive Office of the President",60378,012-011-2012/2013-0035-035,US Agencies - Non-CFO Act
3319,011-0035,Executive Office of the President,"Partnership Fund for Program Integrity Innovation, Funds Appropriated to the President, Executive Office of the President",58539,013-011-2012/2013-0035-006,US Agencies - Non-CFO Act
3319,011-0035,Executive Office of the President,"Partnership Fund for Program Integrity Innovation, Funds Appropriated to the President, Executive Office of the President",55658,015-011-2010/2012-0035-004,US Agencies - Non-CFO Act
3319,011-0035,Executive Office of the President,"Partnership Fund for Program Integrity Innovation, Funds Appropriated to the President, Executive Office of the President",55659,015-011-2012/2013-0035-004,US Agencies - Non-CFO Act
3319,011-0035,Executive Office of the President,"Partnership Fund for Program Integrity Innovation, Funds Appropriated to the President, Executive Office of the President",56750,015-011-2013/2014-0035-004,US Agencies - Non-CFO Act
3319,011-0035,Executive Office of the President,"Partnership Fund for Program Integrity Innovation, Funds Appropriated to the President, Executive Office of the President",51938,016-011-2010/2012-0035-003,US Agencies - Non-CFO Act
3319,011-0035,Executive Office of the President,"Partnership Fund for Program Integrity Innovation, Funds Appropriated to the President, Executive Office of the President",60381,016-011-2012/2013-0035-003,US Agencies - Non-CFO Act
3319,011-0035,Executive Office of the President,"Partnership Fund for Program Integrity Innovation, Funds Appropriated to the President, Executive Office of the President",51174,020-011-2010/2012-0035-001,US Agencies - Non-CFO Act
3319,011-0035,Executive Office of the President,"Partnership Fund for Program Integrity Innovation, Funds Appropriated to the President, Executive Office of the President",51918,020-011-2010/2012-0035-018,US Agencies - Non-CFO Act
3319,011-0035,Executive Office of the President,"Partnership Fund for Program Integrity Innovation, Funds Appropriated to the President, Executive Office of the President",51899,075-011-2010/2012-0035-005,US Agencies - Non-CFO Act
3319,011-0035,Executive Office of the President,"Partnership Fund for Program Integrity Innovation, Funds Appropriated to the President, Executive Office of the President",55478,075-011-2010/2012-0035-015,US Agencies - Non-CFO Act
3319,011-0035,Executive Office of the President,"Partnership Fund for Program Integrity Innovation, Funds Appropriated to the President, Executive Office of the President",58338,075-011-2012/2013-0035-015,US Agencies - Non-CFO Act
3320,011-0036,Executive Office of the President,"Information Technology Oversight and Reform, Funds Appropriated to the President, Executive Office of the President",54583,011-X-0036-000,US Agencies - Non-CFO Act
3320,011-0036,Executive Office of the President,"Information Technology Oversight and Reform, Funds Appropriated to the President, Executive Office of the President",55339,047-011-X-0036-000,US Agencies - Non-CFO Act
3321,011-0037,Executive Office of the President,"Unanticipated Needs, Executive Office of the President",40849,011-2009/2010-0037-000,US Agencies - Non-CFO Act
3321,011-0037,Executive Office of the President,"Unanticipated Needs, Executive Office of the President",42504,011-2010/2010-0037-000,US Agencies - Non-CFO Act
3321,011-0037,Executive Office of the President,"Unanticipated Needs, Executive Office of the President",42528,011-2010/2011-0037-000,US Agencies - Non-CFO Act
3321,011-0037,Executive Office of the President,"Unanticipated Needs, Executive Office of the President",45800,011-2011/2011-0037-000,US Agencies - Non-CFO Act
3321,011-0037,Executive Office of the President,"Unanticipated Needs, Executive Office of the President",45819,011-2011/2012-0037-000,US Agencies - Non-CFO Act
3321,011-0037,Executive Office of the President,"Unanticipated Needs, Executive Office of the President",53096,011-2012/2013-0037-000,US Agencies - Non-CFO Act
3321,011-0037,Executive Office of the President,"Unanticipated Needs, Executive Office of the President",56091,011-2013/2014-0037-000,US Agencies - Non-CFO Act
3321,011-0037,Executive Office of the President,"Unanticipated Needs, Executive Office of the President",59691,011-2014/2015-0037-000,US Agencies - Non-CFO Act
3321,011-0037,Executive Office of the President,"Unanticipated Needs, Executive Office of the President",63429,011-2015/2016-0037-000,US Agencies - Non-CFO Act
3321,011-0037,Executive Office of the President,"Unanticipated Needs, Executive Office of the President",65981,011-2016/2017-0037-000,US Agencies - Non-CFO Act
3321,011-0037,Executive Office of the President,"Unanticipated Needs, Executive Office of the President",69789,011-2017/2018-0037-000,US Agencies - Non-CFO Act
3321,011-0037,Executive Office of the President,"Unanticipated Needs, Executive Office of the President",73149,011-2018/2019-0037-000,US Agencies - Non-CFO Act
3321,011-0037,Executive Office of the President,"Unanticipated Needs, Executive Office of the President",74852,011-2019/2020-0037-000,US Agencies - Non-CFO Act
3322,011-0038,Executive Office of the President,"Salaries and Expenses, Office of Administration, Executive",42493,011-2010/2010-0038-000,US Agencies - Non-CFO Act
3322,011-0038,Executive Office of the President,"Salaries and Expenses, Office of Administration, Executive",45684,011-2011/2011-0038-000,US Agencies - Non-CFO Act
3322,011-0038,Executive Office of the President,"Salaries and Expenses, Office of Administration, Executive",53050,011-2012/2012-0038-000,US Agencies - Non-CFO Act
3322,011-0038,Executive Office of the President,"Salaries and Expenses, Office of Administration, Executive",55970,011-2013/2013-0038-000,US Agencies - Non-CFO Act
3322,011-0038,Executive Office of the President,"Salaries and Expenses, Office of Administration, Executive",59510,011-2014/2014-0038-000,US Agencies - Non-CFO Act
3322,011-0038,Executive Office of the President,"Salaries and Expenses, Office of Administration, Executive",63398,011-2015/2015-0038-000,US Agencies - Non-CFO Act
3322,011-0038,Executive Office of the President,"Salaries and Expenses, Office of Administration, Executive",65970,011-2016/2016-0038-000,US Agencies - Non-CFO Act
3322,011-0038,Executive Office of the President,"Salaries and Expenses, Office of Administration, Executive",69778,011-2017/2017-0038-000,US Agencies - Non-CFO Act
3322,011-0038,Executive Office of the President,"Salaries and Expenses, Office of Administration, Executive",71558,011-2017/2018-0038-000,US Agencies - Non-CFO Act
3322,011-0038,Executive Office of the President,"Salaries and Expenses, Office of Administration, Executive",73138,011-2018/2018-0038-000,US Agencies - Non-CFO Act
3322,011-0038,Executive Office of the President,"Salaries and Expenses, Office of Administration, Executive",73152,011-2018/2019-0038-000,US Agencies - Non-CFO Act
3322,011-0038,Executive Office of the President,"Salaries and Expenses, Office of Administration, Executive",74840,011-2019/2019-0038-000,US Agencies - Non-CFO Act
3322,011-0038,Executive Office of the President,"Salaries and Expenses, Office of Administration, Executive",74853,011-2019/2020-0038-000,US Agencies - Non-CFO Act
3322,011-0038,Executive Office of the President,"Salaries and Expenses, Office of Administration, Executive",1561,011-X-0038-000,US Agencies - Non-CFO Act
3323,011-0040,Executive Office of the President,"United States Emergency Refugee and Migration Assistance Fund, Funds Appropriated to the President, Executive Office of the President",1563,011-X-0040-000,Department of State
3323,011-0040,Executive Office of the President,"United States Emergency Refugee and Migration Assistance Fund, Funds Appropriated to the President, Executive Office of the President",8816,019-011-X-0040-000,Department of State
3324,011-0048,Executive Office of the President,National Space Council,NA,NA,US Agencies - Non-CFO Act
3325,011-0066,Other International Assistance Programs,"Global Environment Facility, Funds Appropriated to the President",56199,011-2012/2013-0066-000,US Agencies - Non-CFO Act
3325,011-0066,Other International Assistance Programs,"Global Environment Facility, Funds Appropriated to the President",54739,011-X-0066-000,US Agencies - Non-CFO Act
3326,011-0067,Other International Assistance Programs,"Contribution to the Asian Development Fund, Funds Appropriated to the President",54740,011-X-0067-000,US Agencies - Non-CFO Act
3327,011-0071,Other International Assistance Programs,"Contribution to the Strategic Climate Fund, Funds Appropriated to the President",NA,NA,US Agencies - Non-CFO Act
3328,011-0072,Other International Assistance Programs,"Contribution to the Inter-American Development Bank, Funds Appropriated to the President",45432,011-2010/2012-0072-000,US Agencies - Non-CFO Act
