"Agency","Subagency","accountID","Title","Obligation","Unobligated"
"Department of Commerce","National Oceanic and Atmospheric Administration",533,"Promote and Develop Fishery Products and Research Pertaining to American Fisheries, National Oceanic and Atmospheric Administration, Commerce",14011999.14,3705537.82
"Department of Commerce","National Oceanic and Atmospheric Administration",539,"Western Pacific Sustainable Fisheries Fund, National Oceanic and Atmospheric Administration, Commerce",640650,17000
"Department of Commerce","National Oceanic and Atmospheric Administration",531,"Fishermen's Contingency Fund, National Oceanic and Atmospheric Administration, Commerce",31187.73,1318482.26
"Department of Commerce","National Oceanic and Atmospheric Administration",518,"Fisheries Disaster Assistance, National Oceanic and Atmospheric Administration, Commerce",0,77731.1
"Department of Commerce","National Oceanic and Atmospheric Administration",543,"North Pacific Fishery Observer Fund, National Oceanic and Atmospheric Administration, Commerce",3542195.53,144622.46
"Department of Commerce","National Oceanic and Atmospheric Administration",537,"Environmental Improvement and Restoration Fund, National Oceanic and Atmospheric Administration, Commerce",6827230,8221797.43
"Department of Commerce","National Oceanic and Atmospheric Administration",520,"Coastal Zone Management Fund, National Oceanic Atmospheric Administration, Commerce",0,0
"Department of Commerce","National Oceanic and Atmospheric Administration",521,"Damage Assessment and Restoration Revolving Fund, National Oceanic and Atmospheric Administration, Commerce",29631065.14,119678349.51
"Department of Commerce","National Oceanic and Atmospheric Administration",512,"Fisheries Finance Program Account, National Oceanic and Atmospheric Administration, Commerce",30763900.67,2778568.22
"Department of Commerce","National Oceanic and Atmospheric Administration",525,"Federal Ship Financing Fund, Fishing Vessels, Liquidating Account, National Oceanic and Atmospheric Administration, Commerce",0,0
"Department of Commerce","U.S. Patent and Trademark Office",506,"Salaries and Expenses, Patent and Trademark Office, Commerce",3203995150.93,373575165.29
"Department of Commerce","National Technical Information Service",519,"NTIS Revolving Fund, National Technical Information Service, Commerce",158282438.26,6617739.34
"Department of Commerce","National Institute of Standards and Technology",496,"Scientific and Technical Research and Services, National Institute of Standards and Technology, Commerce",712116743.71,10267755.44
"Department of Commerce","National Institute of Standards and Technology",501,"Scientific and Technical Research and Services - Recovery Act, National Institute of Standards and Technology, Commerce",0,112732.89
"Department of Commerce","National Institute of Standards and Technology",500,"Industrial Technology Services, National Institute of Standards and Technology, Commerce",190888883.06,8367647.65
"Department of Commerce","National Institute of Standards and Technology",498,"Construction of Research Facilities, National Institute of Standards and Technology, Commerce",91822284.51,47606900.52
"Department of Commerce","National Institute of Standards and Technology",530,"Working Capital Fund, National Institute of Standards and Technology, Commerce",127037271.63,117090223.37
"Department of Commerce","National Institute of Standards and Technology",497,"Wireless Innovation(WIN) Fund, National Institute of Standards and Technology, Commerce",49755163.92,239240641.96
"Department of Commerce","National Telecommunications and Information Administration",502,"Salaries and Expenses, National Telecommunications and Information Administration, Commerce",79616521.97,30873998.97
"Department of Commerce","National Telecommunications and Information Administration",503,"Public Telecommunications Facilities, Planning and Construction, National Telecommunications and Information, Commerce",55477.86,852017.73
"Department of Commerce","National Telecommunications and Information Administration",504,"Information Infrastructure Grants, National Telecommunications and Information Administration, Commerce",65154.75,213438.42
"Department of Commerce","National Telecommunications and Information Administration",505,"Broadband Technology Opportunities Program - Recovery Act, National Telecommunications and Information Administration, Commerce",0,169784386.97
"Department of Commerce","National Telecommunications and Information Administration",538,"Digital Television Transition and Public Safety Fund, National Telecommunications and Information Administration, Commerce",0,0
"Department of Commerce","National Telecommunications and Information Administration",557,"Public Safety Trust Fund, National Telecommunications and Information Administration, Commerce",32801489.85,472462454.24
"Department of Commerce","National Telecommunications and Information Administration",499,"State and Local Implementation Fund, National Telecommunications and Information Administration, Commerce",1968576.5,21417791.85
"Department of Commerce","National Telecommunications and Information Administration",523,"Network Construction Fund, Telecommunications and Information Administration, Commerce",1064676349.97,5539480284
"Department of Defense","Military Personnel",1254,"Military Personnel, Army",33943522899.78,11860576824.04
"Department of Defense","Military Personnel",1249,"Medicare-Eligible Retiree Health Fund Contribution, Army",1954925000,0
"Department of Defense","Military Personnel",957,"Military Personnel, Navy",21499820521.26,8527034390.28
"Department of Defense","Military Personnel",942,"Medicare-Eligible Retiree Health Fund Contribution, Navy",1352369000,0
"Department of Defense","Military Personnel",946,"Military Personnel, Marine Corps",9683732506.11,3999330270.02
"Department of Defense","Military Personnel",943,"Medicare-Eligible Retiree Health Fund Contribution, Marine Corps",766286000,0
"Department of Defense","Military Personnel",1518,"Military Personnel, Air Force",21385401028.06,9025217303.12
"Department of Defense","Military Personnel",1506,"Medicare-Eligible Retiree Health Fund Contribution, Air Force",1319491000,0
"Department of Defense","Military Personnel",1266,"Reserve Personnel, Army",3480126457.78,1695074608.65
"Department of Defense","Military Personnel",1250,"Medicare-Eligible Retiree Health Fund Contribution, Reserve Personnel, Army",376452000,0
"Department of Defense","Military Personnel",956,"Reserve Personnel, Navy",1471880851.68,622103482.44
"Department of Defense","Military Personnel",944,"Medicare-Eligible Retiree Health Fund Contribution, Reserve Personnel, Navy",123448000,0
"Department of Defense","Military Personnel",949,"Reserve Personnel, Marine Corps",563616920.14,251673790.26
"Department of Defense","Military Personnel",945,"Medicare-Eligible Retiree Health Fund Contribution, Reserve Personnel, Marine Corps",71630000,0
"Department of Defense","Military Personnel",1520,"Reserve Personnel, Air Force",1389808123.72,517394662.59
"Department of Defense","Military Personnel",1507,"Medicare-Eligible Retiree Health Fund Contribution, Reserve Personnel, Air Force",125293000,0
"Department of Defense","Military Personnel",1264,"National Guard Personnel, Army",6450685752.39,3020752359.11
"Department of Defense","Military Personnel",1251,"Medicare-Eligible Retiree Health Fund Contribution, National Guard Personnel, Army",654412156.2,0
"Department of Defense","Military Personnel",1526,"National Guard Personnel, Air Force",2503870740.41,1001137679.37
"Department of Defense","Military Personnel",1508,"Medicare-Eligible Retiree Health Fund Contribution, National Guard Personnel, Air Force",216337000,0
"Department of Defense","Military Personnel",2562,"Concurrent Receipt Accrual Payments to the Military Retirement Fund, Defense",6769323000,0
"Department of Defense","Operation and Maintenance",1255,"Operation and Maintenance, Army",0,0
"Department of Defense","Operation and Maintenance",963,"Operation and Maintenance, Navy",40603855559.54,17198889826.65
"Department of Defense","Operation and Maintenance",947,"Operation and Maintenance, Marine Corps",5736751638.77,3107688834.13
"Department of Defense","Operation and Maintenance",1517,"Operation and Maintenance, Air Force",20673803.02,2998404.04
"Department of Defense","Operation and Maintenance",2563,"Operation and Maintenance, Defense-Wide, Defense",32412354885.79,20005761971.91
"Department of Defense","Operation and Maintenance",2566,"Office of the Inspector General, Defense",231947728.09,160848437.44
"Department of Defense","Operation and Maintenance",1267,"Operation and Maintenance, Army Reserve",1978849537.43,1321536621.35
"Department of Defense","Operation and Maintenance",964,"Operation and Maintenance, Navy Reserve",726918834.34,420352946.86
"Department of Defense","Operation and Maintenance",948,"Operation and Maintenance, Marine Corps Reserve",227931672.73,110978225.25
"Department of Defense","Operation and Maintenance",1522,"Operation and Maintenance, Air Force Reserve",2423638660.6,1347192969.5
"Department of Defense","Operation and Maintenance",1265,"Operation and Maintenance, Army National Guard",0,0
"Department of Defense","Operation and Maintenance",1525,"Operation and Maintenance, Air National Guard",5446738408.73,2353020411.04
"Department of Defense","Operation and Maintenance",2569,"Overseas Contingency Operations Transfer Fund, Defense",0,9972184
"Department of Defense","Operation and Maintenance",2570,"Counter-Islamic State of Iraq and Levant Overseas Contingency Operations Transfer Fund, Defense",0,1610000000
"Department of Defense","Operation and Maintenance",2564,"United States Court of Appeals for the Armed Forces, Defense",23299473.93,-482656.53
"Department of Defense","Operation and Maintenance",2565,"Drug Interdiction and Counter-Drug Activities, Defense",0,509363189
"Department of Defense","Operation and Maintenance",2601,"Support for International Sporting Competitions, Defense",825289.7,7380089.03
"Department of Defense","Operation and Maintenance",2592,"Foreign Currency Fluctuations, Defense",0,969708000
"Department of Defense","Operation and Maintenance",2571,"Defense Health Program, Defense",27637160130.61,14679155988.65
"Department of Defense","Operation and Maintenance",2595,"Environmental Restoration, Defense",0,4286142
