"Agency","Subagency","accountID","Title","Obligation","Unobligated"
"Department of Commerce","National Technical Information Service",519,"NTIS Revolving Fund, National Technical Information Service, Commerce",53921591.67,116078408.33
"Department of Commerce","National Institute of Standards and Technology",496,"Scientific and Technical Research and Services, National Institute of Standards and Technology, Commerce",279633548.89,122975488.21
"Department of Commerce","National Institute of Standards and Technology",501,"Scientific and Technical Research and Services - Recovery Act, National Institute of Standards and Technology, Commerce",0,112732.89
"Department of Commerce","National Institute of Standards and Technology",500,"Industrial Technology Services, National Institute of Standards and Technology, Commerce",46217515.32,49603789.92
"Department of Commerce","National Institute of Standards and Technology",498,"Construction of Research Facilities, National Institute of Standards and Technology, Commerce",12411532,117911658.3
"Department of Commerce","National Institute of Standards and Technology",530,"Working Capital Fund, National Institute of Standards and Technology, Commerce",93102658.45,178836564.92
"Department of Commerce","National Institute of Standards and Technology",497,"Wireless Innovation(WIN) Fund, National Institute of Standards and Technology, Commerce",11203234.17,228125535.69
"Department of Commerce","National Telecommunications and Information Administration",502,"Salaries and Expenses, National Telecommunications and Information Administration, Commerce",34837398.46,61385654.5
"Department of Commerce","National Telecommunications and Information Administration",503,"Public Telecommunications Facilities, Planning and Construction, National Telecommunications and Information, Commerce",122192.62,729825.11
"Department of Commerce","National Telecommunications and Information Administration",504,"Information Infrastructure Grants, National Telecommunications and Information Administration, Commerce",0,213438.42
"Department of Commerce","National Telecommunications and Information Administration",505,"Broadband Technology Opportunities Program - Recovery Act, National Telecommunications and Information Administration, Commerce",0,169790739.57
"Department of Commerce","National Telecommunications and Information Administration",538,"Digital Television Transition and Public Safety Fund, National Telecommunications and Information Administration, Commerce",0,300778.23
"Department of Commerce","National Telecommunications and Information Administration",557,"Public Safety Trust Fund, National Telecommunications and Information Administration, Commerce",35626220.3,439753326.94
"Department of Commerce","National Telecommunications and Information Administration",499,"State and Local Implementation Fund, National Telecommunications and Information Administration, Commerce",14515885.5,30001906.35
"Department of Commerce","National Telecommunications and Information Administration",523,"Network Construction Fund, Telecommunications and Information Administration, Commerce",6199382276.62,67194878.41
"Department of Commerce","National Telecommunications and Information Administration",526,"First Responder Network Authority, National Telecommunications and Information Administration, Commerce",0,119769000
"Department of Defense","Operation and Maintenance",1255,"Operation and Maintenance, Army",0,0
"Department of Defense","Operation and Maintenance",947,"Operation and Maintenance, Marine Corps",0,0
"Department of Defense","Operation and Maintenance",1517,"Operation and Maintenance, Air Force",1878996.48,24840173.06
"Department of Defense","Operation and Maintenance",1265,"Operation and Maintenance, Army National Guard",0,0
"Department of Defense","Military Construction",1262,"Military Construction, Army",0,79014.66
"Department of Defense","Military Construction",951,"Military Construction, Navy and Marine Corps",1132252.22,578189.28
"Department of Defense","Military Construction",1515,"Military Construction, Air Force",0,1750000
"Department of Defense","Military Construction",2584,"Military Construction, Defense-Wide",0,202030.29
"Department of Defense","Military Construction",1269,"Military Construction, Army Reserve",0,5000000
"Department of Defense","Military Construction",2580,"Chemical Demilitarization Construction, Defense-Wide",0,1536926.6
"Department of Defense","Military Construction",2588,"Department of Defense Base Closure Account, Defense",0,7771167.72
"Department of Defense","Military Construction",2587,"Department of Defense Base Closure Account 2005, Defense",0,5209355.22
"Department of Education","Office of Elementary and Secondary Education",2509,"Education for the Disadvantaged, Education",10769245026.4,44007502.23
"Department of Education","Office of Elementary and Secondary Education",2491,"Chicago Litigation Settlement, Education",0,27546.9
"Department of Education","Office of Elementary and Secondary Education",2483,"Impact AID, Education",1000261225.5,166723240.54
"Department of Education","Office of Elementary and Secondary Education",2510,"School Improvement Programs,  Education",1670553241,49829834.96
"Department of Education","Office of Elementary and Secondary Education",2487,"Safe Schools and Citizenship Education,  Education",79869874.43,33591967.7
"Department of Education","Office of Elementary and Secondary Education",2482,"Indian Education, Office of Elementary and Secondary Education,  Education",894064,42466955.91
"Department of Education","Office of Innovation and Improvement",2488,"Innovation and Improvement, Education",36433877.66,298723910.54
"Department of Education","Office of English Language Acquisition",2512,"Bilingual and Immigrant Education, Education",307055,7429934.45
"Department of Education","Office of Special Education and Rehabilitative Services",2500,"Special Education, Education",9220502717.37,57711105.47
"Department of Education","Office of Special Education and Rehabilitative Services",2501,"Rehabilitation Services, Education",1552716319,358613911.46
"Department of Education","Office of Special Education and Rehabilitative Services",2503,"American Printing House for the Blind, Special Institutions for Persons with Disabilities, Education",13115506,0
"Department of Education","Office of Special Education and Rehabilitative Services",2504,"National Technical Institute for the Deaf, Special Institutions for Persons with Disabilities, Department of Education",36010452,66230
"Department of Education","Office of Special Education and Rehabilitative Services",2505,"Gallaudet University, Special Institutions for Persons with Disabilities, Education",62434838,0
"Department of Education","Office of Career, Technical, and Adult Education",2502,"Career, Technical, and Adult Education, Education",770253852.64,53739031.85
"Department of Education","Office of Postsecondary Education",2485,"Higher Education, Department of Education",2178034.4,1631528049.28
"Department of Education","Office of Postsecondary Education",2506,"Howard University,  Education",103411835,8977733
"Department of Education","Office of Postsecondary Education",2495,"College Housing and Academic Facilities Loans Program,  Education",188380.18,92444.43
"Department of Education","Office of Postsecondary Education",2515,"Historically Black College and University Capital Financing Program Account, Education",157898022.25,64154944.81
"Department of Education","Office of Postsecondary Education",2496,"College Housing and Academic Facilities Loans, Liquidating Account, Education",0,4000000
"Department of Education","Office of Postsecondary Education",2494,"Higher Education Facilities Loans and Insurance,  Education",74792.53,525207.47
"Department of Education","Office of Postsecondary Education",2516,"College Housing Loans, Education",95360.47,669639.54
"Department of Education","Office of Federal Student Aid",2484,"Student Financial Assistance, Education",822667351.91,27163552793.79
"Department of Education","Office of Federal Student Aid",2499,"Iraq and Afghanistan Service Grants Program, Office of Federal Student AID, Education",206139.16,361037.01
"Department of Education","Office of Federal Student Aid",2486,"Student and Administration, Education",551525489.55,312462562.71
"Department of Education","Office of Federal Student Aid",2490,"Teach Grant Program Account,  Education",4890858,23931330
"Department of Education","Office of Federal Student Aid",2517,"Federal Student Loan Reserve Fund, Education",0,2076589948.62
"Department of Education","Office of Federal Student Aid",2497,"Federal Direct Student Loan Program, Education",3620087826,5240069675
"Department of Education","Office of Federal Student Aid",2492,"Guaranteed Student Loans, Liquidating Account, Education",14717193.26,707920259.08
"Department of Education","Office of Federal Student Aid",2518,"Health Education Assistance Loans Liquidating Account, Education",532522.86,2467477.14
"Department of Education","Institute of Education Sciences",2511,"Institute of Education Sciences, Department of Education",200510037.92,152010016
"Department of Education","Departmental Management",2508,"Program Administration, Departmental Management,  Education",180706985.95,51369095.67
"Department of Education","Departmental Management",2525,"Contributions,  Education",36625.32,621014.83
"Department of Education","Departmental Management",2507,"Office for Civil Rights, Departmental Management, Education",51174704.82,6070608.85
"Department of Education","Departmental Management",2513,"Office of the Inspector General, Departmental Management,  Education",26596976.86,9055330.49
"Department of Education","Hurricane Education Recovery",2481,"Hurricane Education Recovery, Office of Elementary and Secondary Education, Education",0,4076700.68
"Department of Energy","National Nuclear Security Administration",2423,"Federal Salaries and Expenses, National Nuclear Security Administration, Energy",180166973.67,262304562.43
"Department of Energy","National Nuclear Security Administration",2424,"Naval Reactors, National Nuclear Security Administration, Energy",614274555.48,925825553.6
