"sub","name","size"
"Office of General Counsel","REILLY CONSTRUCTION INC",789372
"Office of General Counsel","SABRE88 LLC",604382.24
"Office of General Counsel","WEST PUBLISHING CORPORATION",525081
"Office of General Counsel","AUROTECH INCORPORATED",469198.4
"Office of General Counsel","TRUETANDEM LLC",461591.26
"Office of General Counsel","FREE STATE REPORTING INCORPORATED",343703.12
"Office of General Counsel","GILBERT GARY M",250000
"Office of General Counsel","EASTERN CONSTRUCTION & ELECTRIC INC",179806
"Office of General Counsel","TEKNION LLC",117594.6
"Office of General Counsel","WEST PUBLISHING CORPORATION",54315.59
"Office of Government Ethics","ADVANCED COMPUTER CONCEPTS INC",116208.38
"Office of Government Ethics","VETERAN INFORMATION TECHNOLOGIES LLC",104552.45
"Office of Government Ethics","WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY",66212.65
"Office of Government Ethics","ALVAREZ LLC",51494.15
"Office of Government Ethics","AT&T CORP",50278.92
"Office of Government Ethics","FCN INC",35229.09
"Office of Government Ethics","ENTERPRISE TECHNOLOGY SOLUTIONS INC",31049.5
"Office of Government Ethics","BROWN & COMPANY CERTIFIED PUBLIC ACCOUNTANTS AND MANAGEMENT CONSULTANTS PLLC",30194.47
"Office of Government Ethics","MINBURN TECHNOLOGY GROUP LLC",27425.71
"Office of Government Ethics","STERLING COMPUTERS CORPORATION",23478.1
"Office of Government-wide Policy","NPI INC",945318.13
"Office of Government-wide Policy","UNIVERSITY OF ARIZONA",916877.58
"Office of Government-wide Policy","SMITH TRAVEL RESEARCH INC",906451
"Office of Government-wide Policy","MIRACLE SYSTEMS LLC",580116.54
"Office of Government-wide Policy","THE MITRE CORPORATION",549654
"Office of Government-wide Policy","REI SYSTEMS INC",459411.8
"Office of Government-wide Policy","ACCLARO RESEARCH SOLUTIONS INC",433365.56
"Office of Government-wide Policy","HEWLETT-PACKARD COMPANY INC",323610
"Office of Government-wide Policy","GARTNER INC",269196
"Office of Government-wide Policy","CARNEGIE MELLON UNIVERSITY",249000
"Office of Health Affairs","SIGNATURE SCIENCE LLC",718000.2
"Office of Health Affairs","HP ENTERPRISE SERVICES LLC",445121.4
"Office of Health Affairs","KANSAS STATE UNIVERSITY",324528
"Office of Health Affairs","CSRA LLC",284352.39
"Office of Health Affairs","COMPUTER SCIENCES CORPORATION",267481.18
"Office of Health Affairs","ST JOHN GROUP LLC THE",223327.76
"Office of Health Affairs","IMAGETREND INC",151110.96
"Office of Health Affairs","HEALTH FLORIDA DEPARTMENT OF",150000
"Office of Health Affairs","REGENTS OF THE UNIVERSITY OF MINNESOTA",73771.34
"Office of Health Affairs","TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA THE",69288.04
"Office of Homeland Security and Emergency Coordination","HEARTLAND ENERGY PARTNERS LLC",577425
"Office of Homeland Security and Emergency Coordination","EXCALIBUR ASSOCIATES INC",259987.56
"Office of Homeland Security and Emergency Coordination","STARS II PARTNERSHIP JOINT VENTURE LLC",163923.71
"Office of Homeland Security and Emergency Coordination","RELM COMMUNICATIONS INC",49300
"Office of Homeland Security and Emergency Coordination","GOVERNMENT SCIENTIFIC SOURCE INCORPORATED",45618.26
"Office of Homeland Security and Emergency Coordination","NEW TECH SOLUTIONS INCORPORATED",41675.74
"Office of Homeland Security and Emergency Coordination","GENERAL DYNAMICS MISSION SYSTEMS INC",40740
"Office of Homeland Security and Emergency Coordination","TEKNION LLC",27176.13
"Office of Homeland Security and Emergency Coordination","IT PARTS GLOBALCOM INC",26005
"Office of Homeland Security and Emergency Coordination","ADVANCED DIGITAL SOLUTIONS INTERNATIONAL",24425
"Office of Human Resource Management","GDC INTEGRATION INCORPORATED",551100
"Office of Human Resource Management","YOUR RECRUITING COMPANY INC",50000
"Office of Human Resource Management","NGANET INC",38394.02
"Office of Human Resource Management","GDC INTEGRATION INC",27309.5
"Office of Human Resource Management","IMMIXTECHNOLOGY INC",23861
"Office of Human Resource Management","HRWORX LLC",21408.57
"Office of Human Resource Management","FEDRESULTS INC",19840
"Office of Human Resource Management","LRP PUBLICATIONS INC",10643
"Office of Human Resource Management","TALENT ACQUISITION NETWORK LLC",7500
"Office of Human Resource Management","CROSS MATCH TECHNOLOGIES INC",7250.22
"Office of Human Resources Management","WAGEWORKS INC",27904.8
"Office of Human Resources Management","FEDRESULTS INC",11622.72
"Office of Human Resources Management","WHEELHOUSE GROUP INC THE",4551.68
"Office of Human Resources Management","CI INTERNATIONAL INC",-155032.78
"Office of Information and Public Affairs","ALAMO CITY ENGINEERING SERVICES INCORPORATED",626171.66
"Office of Information and Public Affairs","GRAFIK INDUSTRIES LTD",604906.74
"Office of Information and Public Affairs","CARAHSOFT TECHNOLOGY CORP",490001.65
"Office of Information and Public Affairs","METRO COMMUNICATIONS INC",57250
"Office of Information and Public Affairs","ROCKET MEDIA GROUP LLC",57250
"Office of Information and Public Affairs","VENTANA PRODUCTIONS INC",57250
"Office of Information and Public Affairs","MOBILE VIDEO SERVICES LTD",57241.93
"Office of Information and Public Affairs","ADORAMA INC",55791.44
"Office of Information and Public Affairs","SINGER MEDIA ENGINEERING",32200
"Office of Information and Public Affairs","MOI INC",25413.6
"Office of Inspector General","NEXTSTEP TECHNOLOGY INC",623861.8
"Office of Inspector General","DIGITAL INTELLIGENCE SYSTEMS LLC",568257.6
"Office of Inspector General","CENTER FOR ORGANIZATIONAL EXCELLENCE INCORPORATED THE",519147.61
"Office of Inspector General","GARDINER KAMYA AND ASSOCIATES P C",462635
"Office of Inspector General","DH TECHNOLOGIES LLC",447320.17
"Office of Inspector General","ALTER MODUS INTERNATIONAL CORPORATION",424236.22
"Office of Inspector General","FORCE 3 LLC",414809.74
"Office of Inspector General","SHI INTERNATIONAL CORP",400695.15
"Office of Inspector General","AGI MISSION SUPPORT SERVICES INC",348063.2
"Office of Inspector General","RMA ASSOCIATES LLC",325000
"Office of Intelligence and Analysis","ADVANTAGE SCI LLC",975356.8
"Office of Intelligence and Analysis","ISS ACTION INC",890593.1
"Office of Intelligence and Analysis","ALUTIIQ ADVANCED SECURITY SOLUTIONS LLC",789839.36
"Office of Intelligence and Analysis","TECHNICAL AND PROJECT ENGINEERING LLC",761516.78
"Office of Intelligence and Analysis","CACI NSS INC",227299.87
"Office of Intelligence and Analysis","BASIC OVERNIGHT QUARTERS LLC",216862.8
"Office of Intelligence and Analysis","CSRA LLC",214820.66
"Office of Intelligence and Analysis","SYSTEMS RESEARCH AND APPLICATI",196032.16
"Office of Intelligence and Analysis","ESCGOV",188678.48
"Office of Intelligence and Analysis","ABM FEDERAL SALES INC",125284.14
"Office of Intergovernmental and External Affairs","A T & T CORP",941976.37
"Office of Intergovernmental and External Affairs","CREATIVE BUS SALES INC",263600
"Office of Intergovernmental and External Affairs","GTT GLOBAL TELECOM GOVERNMENT SERVICES LLC",203420
"Office of Intergovernmental and External Affairs","BAKER COMPANY INC THE",140081.95
"Office of Intergovernmental and External Affairs","MANAGEMENT CONCEPTS INC",126485
"Office of Intergovernmental and External Affairs","FISHER SCIENTIFIC COMPANY LLC",81796.8
"Office of Intergovernmental and External Affairs","BECTON DICKINSON INTERNATIONAL BUITENLVEN",34100
"Office of Intergovernmental and External Affairs","PACKING SERVICES INTERNATIONAL S A",27542.21
"Office of Intergovernmental and External Affairs","INTERNATIONAL PROCUREMENT AGENCY USA INC",22822.65
"Office of Intergovernmental and External Affairs","CAMEROON TELECOMMUNICATIONS",17107.39
"Office of Job Corps","FM INTERNATIONAL INC",955452.39
"Office of Job Corps","NOMAD GLOBAL COMMUNICATION SOLUTIONS INCORPORATED",920658.18
"Office of Job Corps","CAREER DEVELOPMENT SERVICES LLC",873845
"Office of Job Corps","IRONCLAD SERVICES INC",852675
"Office of Job Corps","UTILITY SYSTEMS SOLUTIONS INC",828872.32
"Office of Job Corps","SIGNATURE RENOVATIONS LLC",792094
"Office of Job Corps","CAREER OPPORTUNITIES INC",777619
"Office of Job Corps","US INNOVATIVE CONSTRUCTION LLC",775748.81
"Office of Job Corps","KIZANO CORP",774051.6
"Office of Job Corps","ALVAREZ & ASSOCIATES LLC",768195.19
"Office of Justice Programs","DELOITTE CONSULTING LLP",997444.74
"Office of Justice Programs","AAC INC",959156.16
"Office of Justice Programs","ACCELERA SOLUTIONS INC",950637.81
"Office of Justice Programs","PHACIL INC",900000
"Office of Justice Programs","WORLD WIDE TECHNOLOGY INC",719408.38
"Office of Justice Programs","FEDBIZ IT SOLUTIONS LLC",658934.56
"Office of Justice Programs","DISTRIBUTED SOLUTIONS INC",631144.2
"Office of Justice Programs","CSR INCORPORATED",579164.76
"Office of Justice Programs","STERLING COMPUTERS CORPORATION",577777.67
"Office of Justice Programs","REI SYSTEMS INC",526900.96
"Office of Labor-Management Standards","SYSTEMS INTEGRATION & DEVELOPM",947581.78
"Office of Labor-Management Standards","FUSIONPOINT INC",177537.6
"Office of Labor-Management Standards","AITHERAS LLC",105212.48
"Office of Labor-Management Standards","GALOIS INC",70627.4
"Office of Labor-Management Standards","OFFICE LEADER CORP",49345
"Office of Labor-Management Standards","22ND CENTURY TECHNOLOGIES INC",26560
"Office of Labor-Management Standards","XEROX CORPORATION",18497.49
"Office of Labor-Management Standards","SUMURI LLC",16990
"Office of Labor-Management Standards","KYOCERA DOCUMENT SOLUTIONS AMERICA INC",15746.08
"Office of Labor-Management Standards","HAWORTH INC",14889
"Office of Medicare Hearings and Appeals","CORPORATE MOVE MANAGEMENT SERVICES INC",109094
"Office of Mission Assurance","PARKER TIDE CORP",552358.4
"Office of Mission Assurance","EVERBRIDGE INC",90616.76
"Office of Mission Assurance","GENERAL DYNAMICS MISSION SYSTEMS INC",88850
"Office of Mission Assurance","MICROPACT INC",42992.94
"Office of Mission Assurance","K & A INDUSTRIES INC",36868.65
"Office of Mission Assurance","BROCK CONSTRUCTION INC",19780
"Office of Mission Assurance","GATEWAY FAX SYSTEMS INC",15033.9
"Office of Mission Assurance","ACG SYSTEMS INC",10326.33
"Office of Mission Assurance","KPAUL PROPERTIES LLC",4879
"Office of Mission Assurance","CORPORATE LODGING CONSULTANTS INCORPORATED",2000
"Office of Operations","STARS II PARTNERSHIP JOINT VENTURE LLC",822815.68
"Office of Operations","OBVERSE INC",665496.57
"Office of Operations","EVERGREEN INFORMATION TECHNOLOGY SERVICES INC",445490.91
"Office of Operations","FOUR POINTS TECHNOLOGY LLC",400000
"Office of Operations","XEROX CORPORATION",393314.31
"Office of Operations","MILESTONE COUNSELING SERVICES LLC",359879
"Office of Operations","GLOBAL COM INC",341314.23
"Office of Operations","FEDERAL EXPRESS CORPORATION",337577
"Office of Operations","SCIF CONSTRUCTORS LLC",332378.44
"Office of Operations","INSIGNIA FEDERAL GROUP LLC",331138.71
"Office of Personnel Management","ACTION FACILITIES MANAGEMENT INC",981802.13
"Office of Personnel Management","TANTUS TECHNOLOGIES INC",969503.56
"Office of Personnel Management","ATLAS RESEARCH LLC",939583.09
"Office of Personnel Management","TIGER PERSONNEL SERVICES INC",938308
"Office of Personnel Management","EASTER SEAL SOCIETY OF WESTERN PENNSYLVANIA",918195.52
"Office of Personnel Management","IRON MOUNTAIN INFORMATION MANAGEMENT LLC",905393.74
"Office of Personnel Management","AGBM-ATI JOINT VENTURE",891878.01
"Office of Personnel Management","GENCO SYSTEMS INCORPORATED",877344.2
"Office of Personnel Management","VERATO INC",850000
"Office of Personnel Management","PROSOURCE CONSULTING LLC",800000
"Office of Procurement Operations","SECURELOGIX CORPORATION",531099.14
"Office of Procurement Operations","FEDERAL CONSTRUCTION GROUP INC",215200.05
"Office of Procurement Operations","BERLA CORPORATION",212148.69
"Office of Procurement Operations","GRUNLEY CONSTRUCTION CO INC",108000
"Office of Procurement Operations","FEDERAL PRISON INDUSTRIES INC",59125.63
"Office of Procurement Operations","PREVENTIVE MAINTENANCE SERVICES COMPANY",33417.36
"Office of Procurement Operations","SECUREORIGINS INC",24390
"Office of Procurement Operations","SPRINT FEDERAL OPERATIONS LLC",8000.05
"Office of Procurement Operations","HAASS CONSTRUCTION CO INC",1150
"Office of Procurement Operations","APPLIED VISIONS INC",-0.01
"Office of Procurement and Property Management","COMPUSEARCH SOFTWARE SYSTEMS INC",962734.72
"Office of Procurement and Property Management","SENET INTERNATIONAL CORPORATIO",596222.22
"Office of Procurement and Property Management","CONTRACT SOLUTIONS INC",595987.46
"Office of Procurement and Property Management","AMEC ENVIRONMENT & INFRASTRUCTURE INC",520703.58
"Office of Procurement and Property Management","APPLIED MANAGEMENT ASSOCIATES INC",509075.34
"Office of Procurement and Property Management","CLEAR GLOBAL SOLUTIONS LLC",485986
"Office of Procurement and Property Management","ACCENTURE FEDERAL SERVICES LLC",412982.88
"Office of Procurement and Property Management","AMEC FOSTER WHEELER ENVIRONMENT & INFRASTRUCTURE INC",384840
"Office of Procurement and Property Management","PANUM TELECOM LLC",352412.53
"Office of Procurement and Property Management","ROC IMPLEMENTATION & MANAGEMENT GROUP INC",325000
"Office of Special Counsel","GOVCONNECTION INC",258420.96
"Office of Special Counsel","AMERICAN WORDATA INC",156999.62
"Office of Special Counsel","WEBFORTIS LLC",128500
"Office of Special Counsel","PLANET TECHNOLOGIES INC",84808.6
"Office of Special Counsel","COPPER RIVER INFORMATION TECHNOLOGY LLC",62418.91
"Office of Special Counsel","WEST PUBLISHING CORPORATION",58955.76
"Office of Special Counsel","GOVCONNECTION INCORPORATED",38355.73
"Office of Special Counsel","CENTRAL PARKING SYSTEM INC",32400
"Office of Special Counsel","ALLMOND MARVIN C",28715.52
"Office of Special Counsel","AINS INC",28569.74
"Office of Surface Mining, Reclamation and Enforcement","ROBERT CLEAR COAL CORPORATION",440800
"Office of Surface Mining, Reclamation and Enforcement","MIND YOUR BUSINESS INC",386384
"Office of Surface Mining, Reclamation and Enforcement","HART CROWSER INC",315035
"Office of Surface Mining, Reclamation and Enforcement","APPLIED SCIENCES GROUP INC",252459.78
"Office of Surface Mining, Reclamation and Enforcement","PREMIER REMODELING SERVICES INC",236425.24
"Office of Surface Mining, Reclamation and Enforcement","SHI INTERNATIONAL CORP",235461.02
"Office of Surface Mining, Reclamation and Enforcement","TECHNOLOGY BLUE INC",226021.4
"Office of Surface Mining, Reclamation and Enforcement","FCA US LLC",219983
"Office of Surface Mining, Reclamation and Enforcement","MERCOM INCORPORATED",176964.9
"Office of Surface Mining, Reclamation and Enforcement","YOUR RECRUITING COMPANY INCORPORATED",174000
"Office of Workers Compensation Program","AQIWO INC",708179.18
"Office of Workers Compensation Program","A S R C AEROSPACE CORP",528968.97
"Office of Workers Compensation Program","HARPER RAINS STOKES & KNIGHT P",517440
"Office of Workers Compensation Program","SAVVEE CONSULTING INC",451754.85
"Office of Workers Compensation Program","CSRA LLC",401170.48
"Office of Workers Compensation Program","ELDER RESEARCH INCORPORATED",304042.58
