"Agency","Subagency","Title","federal_account_code","q","fy","reporting_period_end","Obligation","Unobligated"
"Department of Agriculture","Office of the Secretary","Office of the Under Secretary for Trade and Foreign Agricultural Affairs, Office of the Secretary, Agriculture","012-0176","2","2017","2017-03-31",0,25144.91
"Department of Agriculture","Office of the Secretary","Office of Tribal Relations, Agriculture","012-0131","2","2017","2017-03-31",0,25144.91
"Department of Agriculture","Office of the Secretary","Outreach for Socially Disadvantaged Farmers, National Institute of Food and Agriculture, Agriculture","012-0601","2","2017","2017-03-31",0,1279812.71
"Department of Agriculture","Office of the Secretary","Production, Processing and Marketing, Office of the Secretary, Agriculture","012-0115","2","2017","2017-03-31",920983.59,17526897.02
"Department of Agriculture","Risk Management Agency","Administrative and Operating Expenses, Office of Risk Management, Agriculture","012-2707","2","2017","2017-03-31",41096844.87,14306093.15
"Department of Agriculture","Risk Management Agency","Federal Crop Insurance Corporation Fund, Risk Management Agency, Agriculture","012-4085","2","2017","2017-03-31",5514974342.61,7476269293.07
"Department of Agriculture","Rural Business - Cooperative Service","Alternative Agricultural Research and Commercialization Revolving Fund, Rural Business-Cooperative Service, Agriculture","012-4144","2","2017","2017-03-31",0,1065703.96
"Department of Agriculture","Rural Business - Cooperative Service","Biorefinery Assistance Program Account, Rural Business - Cooperative Service, Agriculture","012-3106","2","2017","2017-03-31",0,1065703.96
"Department of Agriculture","Rural Business - Cooperative Service","Energy Assistance Payments, Rural Business - Cooperative Service, Agriculture","012-2073","2","2017","2017-03-31",2240700,149012291.13
"Department of Agriculture","Rural Business - Cooperative Service","Intermediary Relending Program Fund Account, Rural Business-Cooperative Service, Agriculture","012-2069","2","2017","2017-03-31",10441467.8,18880860.8
"Department of Agriculture","Rural Business - Cooperative Service","Renewable Energy Program, Rural Business-Cooperative Service, Agriculture","012-1908","2","2017","2017-03-31",6390806.97,17365573.32
"Department of Agriculture","Rural Business - Cooperative Service","Rural Business and Industry Loans Program Account, Rural Business and Cooperative Development Service","012-1902","2","2017","2017-03-31",28140714.51,39290931.34
"Department of Agriculture","Rural Business - Cooperative Service","Rural Business Investment Program Account, Rural Business - Cooperative Service, Agriculture","012-1907","2","2017","2017-03-31",38380889.33,65461644.05
"Department of Agriculture","Rural Business - Cooperative Service","Rural Cooperative Development Grants, Rural Business-Cooperative Service, Agriculture","012-1900","2","2017","2017-03-31",0,2092473
"Department of Agriculture","Rural Business - Cooperative Service","Rural Development Loan Fund, Liquidating Account, Rural Business-Cooperative Service, Agriculture","012-4233","2","2017","2017-03-31",3984046.59,38198452.33
"Department of Agriculture","Rural Business - Cooperative Service","Rural Economic Development Grants, Rural Business-Cooperative Service, Agriculture","012-3105","2","2017","2017-03-31",0,2280485.39
"Department of Agriculture","Rural Business - Cooperative Service","Rural Economic Development Loans Program Account, Rural Business-Cooperative Service, Agriculture","012-3108","2","2017","2017-03-31",5946188.4,310524288.92
"Department of Agriculture","Rural Business - Cooperative Service","Rural Microenterprise Investment Program Account, Rural Business-Cooperative Service, Agriculture","012-1955","2","2017","2017-03-31",1770861.89,5323640.69
"Department of Agriculture","Rural Business-Cooperative Service","Healthy Foods Financing Initiative, Rural Business-Cooperative Service, Agriculture","012-0015","2","2017","2017-03-31",NA,NA
"Department of Agriculture","Rural Development","Rural Development Disaster Assistance Fund, Rural Development, Agriculture","012-0405","2","2017","2017-03-31",0,417180907.22
"Department of Agriculture","Rural Development","Salaries and Expenses, Rural Development, Agriculture","012-0403","2","2017","2017-03-31",335756424.28,81424482.94
"Department of Agriculture","Rural Housing Service","Community Facility Loans Program Account, Rural Housing and Community Development Service","012-1951","2","2017","2017-03-31",512495317.55,216513703.31
"Department of Agriculture","Rural Housing Service","Expenses, Rural Housing Assistance Grants, Rural Housing Service","012-1953","2","2017","2017-03-31",10046859.43,46607737.46
"Department of Agriculture","Rural Housing Service","Mutual and Self-Help Housing Grants, Rural Housing Service, Agriculture","012-2006","2","2017","2017-03-31",20672689.17,16295823.22
"Department of Agriculture","Rural Housing Service","Rental Assistance Program, Rural Housing Service, Agriculture","012-0137","2","2017","2017-03-31",18901823.62,22911309.02
"Department of Agriculture","Rural Housing Service","Rental Housing Voucher Program, Rural Housing Service, Agriculture","012-2002","2","2017","2017-03-31",864184432,550030964.52
"Department of Agriculture","Rural Housing Service","Rural Housing Insurance Fund Program Account, Rural Housing Service, Agriculture","012-2081","2","2017","2017-03-31",27764016.98,21475238.84
"Department of Agriculture","Rural Housing Service","Rural Housing Insurance Fund, Liquidating Account, Rural Housing Service, Agriculture","012-4141","2","2017","2017-03-31",469773333.86,140156002.84
"Department of Agriculture","Rural Utilities Service","AL Telephone Bank Program Account, Rural Utilities Service, Agriculture","012-1231","2","2017","2017-03-31",26231499.73,54870703.79
"Department of Agriculture","Rural Utilities Service","Distance Learning, Telemedicine and Broadband Program, Rural Utilities Service, Agriculture","012-1232","2","2017","2017-03-31",0,2850515.05
"Department of Agriculture","Rural Utilities Service","High Energy Cost Grants, Rural Utilities Service, Agriculture","012-2042","2","2017","2017-03-31",15671383.2,82985383.07
"Department of Agriculture","Rural Utilities Service","Rural Development Insurance Fund, Liquidating Account, Rural Utilities Service, Agriculture","012-4155","2","2017","2017-03-31",14539101,5758354.47
"Department of Agriculture","Rural Utilities Service","Rural Electrification and Telecommunications Loans Program Account, Rural Utilities Service, Agriculture","012-1230","2","2017","2017-03-31",0,185000
"Department of Agriculture","Rural Utilities Service","Rural Electrification and Telephone Revolving Fund, Liquidating Account, Rural Utilities Service, Agriculture","012-4230","2","2017","2017-03-31",35664569.8,27378625.9
"Department of Agriculture","Rural Utilities Service","Rural Water and Waste Disposal Loans Program Account, Rural Utilities Service","012-1980","2","2017","2017-03-31",967914455.14,1191676544.86
"Department of Commerce","Bureau of Economic Analysis","Economics and Statistics Administration Revolving Fund, Economic and Statistical Analysis, Commerce","013-4323","2","2017","2017-03-31",576673.38,2397247.62
"Department of Commerce","Bureau of Economic Analysis","Salaries and Expenses, Economic and Statistical Analysis, Commerce","013-1500","2","2017","2017-03-31",56255623.57,21193394.95
"Department of Commerce","Bureau of Industry and Security","Operations and Administration, Bureau of Industry and Security, Commerce","013-0300","2","2017","2017-03-31",46790652.85,29301616.27
"Department of Commerce","Bureau of the Census","Census Working Capital Fund, Bureau of the Census, Commerce","013-4512","2","2017","2017-03-31",408945562.38,772614142.58
"Department of Commerce","Bureau of the Census","Periodic Censuses and Programs, Bureau of the Census, Commerce","013-0450","2","2017","2017-03-31",467626507.66,355914718.45
"Department of Commerce","Bureau of the Census","Salaries and Expenses, Bureau of the Census, Commerce","013-0401","2","2017","2017-03-31",138424638.44,41861598.69
"Department of Commerce","Departmental Management","Gifts and Bequests, Departmental Management, Commerce","013-8501","2","2017","2017-03-31",3086634.03,1674397.83
"Department of Commerce","Departmental Management","Office of Inspector General - Recovery Act, Departmental Management, Commerce","013-0110","2","2017","2017-03-31",141483.26,1457019.33
"Department of Commerce","Departmental Management","Office of Inspector General, Departmental Management, Commerce","013-0126","2","2017","2017-03-31",19661140.3,14149848.87
"Department of Commerce","Departmental Management","Renovation and Modernization, Departmental Management, Commerce","013-0123","2","2017","2017-03-31",667587.29,11103567.11
"Department of Commerce","Departmental Management","Salaries and Expenses, Departmental Management, Commerce","013-0120","2","2017","2017-03-31",65595150.88,82644700.45
"Department of Commerce","Departmental Management","Working Capital Fund, Departmental Management, Commerce","013-4511","2","2017","2017-03-31",88388202.93,145128918.93
"Department of Commerce","Economic Development Administration","Economic Development Assistance Programs, Economic Development Administration, Commerce","013-2050","2","2017","2017-03-31",53150030.94,182493007.58
"Department of Commerce","Economic Development Administration","Economic Development Revolving Fund, Liquidating Account, Commerce","013-4406","2","2017","2017-03-31",0,600000
"Department of Commerce","Economic Development Administration","Salaries and Expenses, Economic Development Administration, Commerce","013-0125","2","2017","2017-03-31",20864835.28,15635700.38
