"Agency","Subagency","Title","federal_account_code","q","fy","reporting_period_end","Obligation","Unobligated"
"Department of Agriculture","Office of the Secretary","Office of the Under Secretary for Research, Education and Economics, Agriculture","012-0124","1","2019","2018-12-31",452981.04,1074686.66
"Department of Agriculture","Office of the Secretary","Office of the Under Secretary for Rural Development, Agriculture","012-0127","1","2019","2018-12-31",0,140820.02
"Department of Agriculture","Office of the Secretary","Office of the Under Secretary for Trade and Foreign Agricultural Affairs, Office of the Secretary, Agriculture","012-0176","1","2019","2018-12-31",173904.44,263133.05
"Department of Agriculture","Office of the Secretary","Office of Tribal Relations, Agriculture","012-0131","1","2019","2018-12-31",0,140820.02
"Department of Agriculture","Office of the Secretary","Outreach for Socially Disadvantaged Farmers, National Institute of Food and Agriculture, Agriculture","012-0601","1","2019","2018-12-31",0,1014271.79
"Department of Agriculture","Office of the Secretary","Production, Processing and Marketing, Office of the Secretary, Agriculture","012-0115","1","2019","2018-12-31",104963853.03,1926737570.3
"Department of Agriculture","Risk Management Agency","Administrative and Operating Expenses, Office of Risk Management, Agriculture","012-2707","1","2019","2018-12-31",13117228.69,26630680.68
"Department of Agriculture","Risk Management Agency","Federal Crop Insurance Corporation Fund, Risk Management Agency, Agriculture","012-4085","1","2019","2018-12-31",2504938199.37,12883107445.13
"Department of Agriculture","Rural Business - Cooperative Service","Alternative Agricultural Research and Commercialization Revolving Fund, Rural Business-Cooperative Service, Agriculture","012-4144","1","2019","2018-12-31",0,1065703.96
"Department of Agriculture","Rural Business - Cooperative Service","Biorefinery Assistance Program Account, Rural Business - Cooperative Service, Agriculture","012-3106","1","2019","2018-12-31",0,279756525.13
"Department of Agriculture","Rural Business - Cooperative Service","Energy Assistance Payments, Rural Business - Cooperative Service, Agriculture","012-2073","1","2019","2018-12-31",0,12375680.09
"Department of Agriculture","Rural Business - Cooperative Service","Intermediary Relending Program Fund Account, Rural Business-Cooperative Service, Agriculture","012-2069","1","2019","2018-12-31",1003959.6,9672065.15
"Department of Agriculture","Rural Business - Cooperative Service","Renewable Energy Program, Rural Business-Cooperative Service, Agriculture","012-1908","1","2019","2018-12-31",1210221,66548000.59
"Department of Agriculture","Rural Business - Cooperative Service","Rural Business and Industry Loans Program Account, Rural Business and Cooperative Development Service","012-1902","1","2019","2018-12-31",7569405.82,35206610.97
"Department of Agriculture","Rural Business - Cooperative Service","Rural Business Investment Program Account, Rural Business - Cooperative Service, Agriculture","012-1907","1","2019","2018-12-31",0,2092473
"Department of Agriculture","Rural Business - Cooperative Service","Rural Cooperative Development Grants, Rural Business-Cooperative Service, Agriculture","012-1900","1","2019","2018-12-31",15841.08,16416190.33
"Department of Agriculture","Rural Business - Cooperative Service","Rural Development Loan Fund, Liquidating Account, Rural Business-Cooperative Service, Agriculture","012-4233","1","2019","2018-12-31",0,327805.26
"Department of Agriculture","Rural Business - Cooperative Service","Rural Economic Development Grants, Rural Business-Cooperative Service, Agriculture","012-3105","1","2019","2018-12-31",1241666,479122394.83
"Department of Agriculture","Rural Business - Cooperative Service","Rural Economic Development Loans Program Account, Rural Business-Cooperative Service, Agriculture","012-3108","1","2019","2018-12-31",352440,767535.23
"Department of Agriculture","Rural Business - Cooperative Service","Rural Microenterprise Investment Program Account, Rural Business-Cooperative Service, Agriculture","012-1955","1","2019","2018-12-31",0,795875.68
"Department of Agriculture","Rural Business-Cooperative Service","Healthy Foods Financing Initiative, Rural Business-Cooperative Service, Agriculture","012-0015","1","2019","2018-12-31",0,186300
"Department of Agriculture","Rural Development","Rural Development Disaster Assistance Fund, Rural Development, Agriculture","012-0405","1","2019","2018-12-31",0,11105414.77
"Department of Agriculture","Rural Development","Salaries and Expenses, Rural Development, Agriculture","012-0403","1","2019","2018-12-31",139541675.41,87109439.03
"Department of Agriculture","Rural Housing Service","Community Facility Loans Program Account, Rural Housing and Community Development Service","012-1951","1","2019","2018-12-31",167764.5,21007136.91
"Department of Agriculture","Rural Housing Service","Expenses, Rural Housing Assistance Grants, Rural Housing Service","012-1953","1","2019","2018-12-31",3753297.75,12366368.23
"Department of Agriculture","Rural Housing Service","Mutual and Self-Help Housing Grants, Rural Housing Service, Agriculture","012-2006","1","2019","2018-12-31",1439000,11058356.06
"Department of Agriculture","Rural Housing Service","Rental Assistance Program, Rural Housing Service, Agriculture","012-0137","1","2019","2018-12-31",98584066.55,418520158.7
"Department of Agriculture","Rural Housing Service","Rental Housing Voucher Program, Rural Housing Service, Agriculture","012-2002","1","2019","2018-12-31",7743903.01,19481616.33
"Department of Agriculture","Rural Housing Service","Rural Housing Insurance Fund Program Account, Rural Housing Service, Agriculture","012-2081","1","2019","2018-12-31",102977144.87,165649196.91
"Department of Agriculture","Rural Housing Service","Rural Housing Insurance Fund, Liquidating Account, Rural Housing Service, Agriculture","012-4141","1","2019","2018-12-31",13250732.3,50520084.27
"Department of Agriculture","Rural Utilities Service","AL Telephone Bank Program Account, Rural Utilities Service, Agriculture","012-1231","1","2019","2018-12-31",102977144.87,165649196.91
"Department of Agriculture","Rural Utilities Service","Distance Learning, Telemedicine and Broadband Program, Rural Utilities Service, Agriculture","012-1232","1","2019","2018-12-31",1844472,814987885.91
"Department of Agriculture","Rural Utilities Service","High Energy Cost Grants, Rural Utilities Service, Agriculture","012-2042","1","2019","2018-12-31",0,2070330.03
"Department of Agriculture","Rural Utilities Service","Rural Development Insurance Fund, Liquidating Account, Rural Utilities Service, Agriculture","012-4155","1","2019","2018-12-31",0,180000
"Department of Agriculture","Rural Utilities Service","Rural Electrification and Telecommunications Loans Program Account, Rural Utilities Service, Agriculture","012-1230","1","2019","2018-12-31",7475769,40261513.54
"Department of Agriculture","Rural Utilities Service","Rural Electrification and Telephone Revolving Fund, Liquidating Account, Rural Utilities Service, Agriculture","012-4230","1","2019","2018-12-31",494645016.08,9458958759.5
"Department of Agriculture","Rural Utilities Service","Rural Water and Waste Disposal Loans Program Account, Rural Utilities Service","012-1980","1","2019","2018-12-31",46683895.98,529960215.72
"Department of Commerce","Bureau of Economic Analysis","Economics and Statistics Administration Revolving Fund, Economic and Statistical Analysis, Commerce","013-4323","1","2019","2018-12-31",234.25,273686.75
"Department of Commerce","Bureau of Economic Analysis","Salaries and Expenses, Economic and Statistical Analysis, Commerce","013-1500","1","2019","2018-12-31",24917898.03,22463198.6
"Department of Commerce","Bureau of Industry and Security","Operations and Administration, Bureau of Industry and Security, Commerce","013-0300","1","2019","2018-12-31",17166370.76,38737153.42
"Department of Commerce","Bureau of the Census","Census Working Capital Fund, Bureau of the Census, Commerce","013-4512","1","2019","2018-12-31",167078066.81,1060399721.69
"Department of Commerce","Bureau of the Census","Periodic Censuses and Programs, Bureau of the Census, Commerce","013-0450","1","2019","2018-12-31",633549275.77,1417807717.88
"Department of Commerce","Bureau of the Census","Salaries and Expenses, Bureau of the Census, Commerce","013-0401","1","2019","2018-12-31",58182530.37,74130800.51
"Department of Commerce","Departmental Management","Gifts and Bequests, Departmental Management, Commerce","013-8501","1","2019","2018-12-31",53534.81,636307.61
"Department of Commerce","Departmental Management","Office of Inspector General - Recovery Act, Departmental Management, Commerce","013-0110","1","2019","2018-12-31",1567.95,1314863.06
"Department of Commerce","Departmental Management","Office of Inspector General, Departmental Management, Commerce","013-0126","1","2019","2018-12-31",7812972.24,21201901.73
"Department of Commerce","Departmental Management","Renovation and Modernization, Departmental Management, Commerce","013-0123","1","2019","2018-12-31",1078800.53,58159203.64
"Department of Commerce","Departmental Management","Salaries and Expenses, Departmental Management, Commerce","013-0120","1","2019","2018-12-31",35718436.93,107543409.04
"Department of Commerce","Departmental Management","Working Capital Fund, Departmental Management, Commerce","013-4511","1","2019","2018-12-31",35612927.08,222422625.38
"Department of Commerce","Economic Development Administration","Economic Development Assistance Programs, Economic Development Administration, Commerce","013-2050","1","2019","2018-12-31",38329319.55,627548696.81
