"Agency","Subagency","Title","federal_account_code","q","fy","reporting_period_end","Obligation","Unobligated"
"Department of Agriculture","Rural Business - Cooperative Service","Rural Business Investment Program Account, Rural Business - Cooperative Service, Agriculture","012-1907","1","2019","2018-12-31",0,2092473
"Department of Agriculture","Rural Business - Cooperative Service","Rural Cooperative Development Grants, Rural Business-Cooperative Service, Agriculture","012-1900","1","2019","2018-12-31",15841.08,16416190.33
"Department of Agriculture","Rural Business - Cooperative Service","Rural Development Loan Fund, Liquidating Account, Rural Business-Cooperative Service, Agriculture","012-4233","1","2019","2018-12-31",0,327805.26
"Department of Agriculture","Rural Business - Cooperative Service","Rural Economic Development Grants, Rural Business-Cooperative Service, Agriculture","012-3105","1","2019","2018-12-31",1241666,479122394.83
"Department of Agriculture","Rural Business - Cooperative Service","Rural Economic Development Loans Program Account, Rural Business-Cooperative Service, Agriculture","012-3108","1","2019","2018-12-31",352440,767535.23
"Department of Agriculture","Rural Business - Cooperative Service","Rural Microenterprise Investment Program Account, Rural Business-Cooperative Service, Agriculture","012-1955","1","2019","2018-12-31",0,795875.68
"Department of Agriculture","Rural Business-Cooperative Service","Healthy Foods Financing Initiative, Rural Business-Cooperative Service, Agriculture","012-0015","1","2019","2018-12-31",0,186300
"Department of Agriculture","Rural Development","Rural Development Disaster Assistance Fund, Rural Development, Agriculture","012-0405","1","2019","2018-12-31",0,11105414.77
"Department of Agriculture","Rural Development","Salaries and Expenses, Rural Development, Agriculture","012-0403","1","2019","2018-12-31",139541675.41,87109439.03
"Department of Agriculture","Rural Housing Service","Community Facility Loans Program Account, Rural Housing and Community Development Service","012-1951","1","2019","2018-12-31",167764.5,21007136.91
"Department of Agriculture","Rural Housing Service","Expenses, Rural Housing Assistance Grants, Rural Housing Service","012-1953","1","2019","2018-12-31",3753297.75,12366368.23
"Department of Agriculture","Rural Housing Service","Mutual and Self-Help Housing Grants, Rural Housing Service, Agriculture","012-2006","1","2019","2018-12-31",1439000,11058356.06
"Department of Agriculture","Rural Housing Service","Rental Assistance Program, Rural Housing Service, Agriculture","012-0137","1","2019","2018-12-31",98584066.55,418520158.7
"Department of Agriculture","Rural Housing Service","Rental Housing Voucher Program, Rural Housing Service, Agriculture","012-2002","1","2019","2018-12-31",7743903.01,19481616.33
"Department of Agriculture","Rural Housing Service","Rural Housing Insurance Fund Program Account, Rural Housing Service, Agriculture","012-2081","1","2019","2018-12-31",102977144.87,165649196.91
"Department of Agriculture","Rural Housing Service","Rural Housing Insurance Fund, Liquidating Account, Rural Housing Service, Agriculture","012-4141","1","2019","2018-12-31",13250732.3,50520084.27
"Department of Agriculture","Rural Utilities Service","AL Telephone Bank Program Account, Rural Utilities Service, Agriculture","012-1231","1","2019","2018-12-31",0,1706741
"Department of Agriculture","Rural Utilities Service","Distance Learning, Telemedicine and Broadband Program, Rural Utilities Service, Agriculture","012-1232","1","2019","2018-12-31",1844472,814987885.91
"Department of Agriculture","Rural Utilities Service","High Energy Cost Grants, Rural Utilities Service, Agriculture","012-2042","1","2019","2018-12-31",0,2070330.03
"Department of Agriculture","Rural Utilities Service","Rural Development Insurance Fund, Liquidating Account, Rural Utilities Service, Agriculture","012-4155","1","2019","2018-12-31",0,180000
"Department of Agriculture","Rural Utilities Service","Rural Electrification and Telecommunications Loans Program Account, Rural Utilities Service, Agriculture","012-1230","1","2019","2018-12-31",7475769,40261513.54
"Department of Agriculture","Rural Utilities Service","Rural Electrification and Telephone Revolving Fund, Liquidating Account, Rural Utilities Service, Agriculture","012-4230","1","2019","2018-12-31",494645016.08,9458958759.5
"Department of Agriculture","Rural Utilities Service","Rural Water and Waste Disposal Loans Program Account, Rural Utilities Service","012-1980","1","2019","2018-12-31",46683895.98,529960215.72
"Department of Commerce","Bureau of Economic Analysis","Economics and Statistics Administration Revolving Fund, Economic and Statistical Analysis, Commerce","013-4323","1","2019","2018-12-31",234.25,273686.75
"Department of Commerce","Bureau of Economic Analysis","Salaries and Expenses, Economic and Statistical Analysis, Commerce","013-1500","1","2019","2018-12-31",24917898.03,22463198.6
"Department of Commerce","Bureau of Industry and Security","Operations and Administration, Bureau of Industry and Security, Commerce","013-0300","1","2019","2018-12-31",17166370.76,38737153.42
"Department of Commerce","Bureau of the Census","Census Working Capital Fund, Bureau of the Census, Commerce","013-4512","1","2019","2018-12-31",167078066.81,1060399721.69
"Department of Commerce","Bureau of the Census","Periodic Censuses and Programs, Bureau of the Census, Commerce","013-0450","1","2019","2018-12-31",633549275.77,1417807717.88
"Department of Commerce","Bureau of the Census","Salaries and Expenses, Bureau of the Census, Commerce","013-0401","1","2019","2018-12-31",58182530.37,74130800.51
"Department of Commerce","Departmental Management","Gifts and Bequests, Departmental Management, Commerce","013-8501","1","2019","2018-12-31",53534.81,636307.61
"Department of Commerce","Departmental Management","Office of Inspector General - Recovery Act, Departmental Management, Commerce","013-0110","1","2019","2018-12-31",1567.95,1314863.06
"Department of Commerce","Departmental Management","Office of Inspector General, Departmental Management, Commerce","013-0126","1","2019","2018-12-31",7812972.24,21201901.73
"Department of Commerce","Departmental Management","Renovation and Modernization, Departmental Management, Commerce","013-0123","1","2019","2018-12-31",1078800.53,58159203.64
"Department of Commerce","Departmental Management","Salaries and Expenses, Departmental Management, Commerce","013-0120","1","2019","2018-12-31",35718436.93,107543409.04
"Department of Commerce","Departmental Management","Working Capital Fund, Departmental Management, Commerce","013-4511","1","2019","2018-12-31",35612927.08,222422625.38
"Department of Commerce","Economic Development Administration","Economic Development Assistance Programs, Economic Development Administration, Commerce","013-2050","1","2019","2018-12-31",38329319.55,627548696.81
"Department of Commerce","Economic Development Administration","Economic Development Revolving Fund, Liquidating Account, Commerce","013-4406","1","2019","2018-12-31",0,200000
"Department of Commerce","Economic Development Administration","Salaries and Expenses, Economic Development Administration, Commerce","013-0125","1","2019","2018-12-31",9172883.19,20139563.85
"Department of Commerce","International Trade Administration","Grants to Manufacturers of Worsted Wool Fabrics, International Trade Commission, Commerce","013-5521","1","2019","2018-12-31",0,1
"Department of Commerce","International Trade Administration","Operations and Administration, International Trade Administration, Commerce","013-1250","1","2019","2018-12-31",89708512.17,194285362.48
"Department of Commerce","Minority Business Development Agency","Minority Business Development, Minority Business Development Agency, Commerce","013-0201","1","2019","2018-12-31",2014113.6,18654265.24
"Department of Commerce","National Institute of Standards and Technology","Construction of Research Facilities, National Institute of Standards and Technology, Commerce","013-0515","1","2019","2018-12-31",20450380.51,367121199.84
"Department of Commerce","National Institute of Standards and Technology","Industrial Technology Services, National Institute of Standards and Technology, Commerce","013-0525","1","2019","2018-12-31",18309541.52,49581358.45
"Department of Commerce","National Institute of Standards and Technology","Scientific and Technical Research and Services - Recovery Act, National Institute of Standards and Technology, Commerce","013-0549","1","2019","2018-12-31",0,112732.89
"Department of Commerce","National Institute of Standards and Technology","Scientific and Technical Research and Services, National Institute of Standards and Technology, Commerce","013-0500","1","2019","2018-12-31",121231628.42,187046425.48
"Department of Commerce","National Institute of Standards and Technology","Wireless Innovation(WIN) Fund, National Institute of Standards and Technology, Commerce","013-0513","1","2019","2018-12-31",3591049.83,191541834.27
"Department of Commerce","National Institute of Standards and Technology","Working Capital Fund, National Institute of Standards and Technology, Commerce","013-4650","1","2019","2018-12-31",31634603.85,251443128.58
"Department of Commerce","National Oceanic and Atmospheric Administration","Coastal Zone Management Fund, National Oceanic Atmospheric Administration, Commerce","013-4313","1","2019","2018-12-31",0,0
"Department of Commerce","National Oceanic and Atmospheric Administration","Damage Assessment and Restoration Revolving Fund, National Oceanic and Atmospheric Administration, Commerce","013-4316","1","2019","2018-12-31",3914524.12,178630489.54
