"Agency","Subagency","Title","federal_account_code","q","fy","reporting_period_end","Obligation","Unobligated"
"Department of Agriculture","Office of the Secretary","Office of the Under Secretary for Trade and Foreign Agricultural Affairs, Office of the Secretary, Agriculture","012-0176","1","2018","2017-12-31",0,875000
"Department of Agriculture","Office of the Secretary","Office of Tribal Relations, Agriculture","012-0131","1","2018","2017-12-31",0,2078.74
"Department of Agriculture","Office of the Secretary","Outreach for Socially Disadvantaged Farmers, National Institute of Food and Agriculture, Agriculture","012-0601","1","2018","2017-12-31",405250.82,1019620.6
"Department of Agriculture","Office of the Secretary","Production, Processing and Marketing, Office of the Secretary, Agriculture","012-0115","1","2018","2017-12-31",21031339.19,19275941.72
"Department of Agriculture","Risk Management Agency","Administrative and Operating Expenses, Office of Risk Management, Agriculture","012-2707","1","2018","2017-12-31",16502213.72,19347040.08
"Department of Agriculture","Risk Management Agency","Federal Crop Insurance Corporation Fund, Risk Management Agency, Agriculture","012-4085","1","2018","2017-12-31",2212182593.92,11033385651.35
"Department of Agriculture","Rural Business - Cooperative Service","Alternative Agricultural Research and Commercialization Revolving Fund, Rural Business-Cooperative Service, Agriculture","012-4144","1","2018","2017-12-31",0,1065703.96
"Department of Agriculture","Rural Business - Cooperative Service","Biorefinery Assistance Program Account, Rural Business - Cooperative Service, Agriculture","012-3106","1","2018","2017-12-31",28185480,106449618
"Department of Agriculture","Rural Business - Cooperative Service","Energy Assistance Payments, Rural Business - Cooperative Service, Agriculture","012-2073","1","2018","2017-12-31",9317.2,28449731.11
"Department of Agriculture","Rural Business - Cooperative Service","Intermediary Relending Program Fund Account, Rural Business-Cooperative Service, Agriculture","012-2069","1","2018","2017-12-31",1349491.72,14178860.79
"Department of Agriculture","Rural Business - Cooperative Service","Renewable Energy Program, Rural Business-Cooperative Service, Agriculture","012-1908","1","2018","2017-12-31",2043360,59859046.97
"Department of Agriculture","Rural Business - Cooperative Service","Rural Business and Industry Loans Program Account, Rural Business and Cooperative Development Service","012-1902","1","2018","2017-12-31",10243610.55,32112455.39
"Department of Agriculture","Rural Business - Cooperative Service","Rural Business Investment Program Account, Rural Business - Cooperative Service, Agriculture","012-1907","1","2018","2017-12-31",0,2092473
"Department of Agriculture","Rural Business - Cooperative Service","Rural Cooperative Development Grants, Rural Business-Cooperative Service, Agriculture","012-1900","1","2018","2017-12-31",0,34599887.69
"Department of Agriculture","Rural Business - Cooperative Service","Rural Development Loan Fund, Liquidating Account, Rural Business-Cooperative Service, Agriculture","012-4233","1","2018","2017-12-31",0,762413.73
"Department of Agriculture","Rural Business - Cooperative Service","Rural Economic Development Grants, Rural Business-Cooperative Service, Agriculture","012-3105","1","2018","2017-12-31",0,272658052.89
"Department of Agriculture","Rural Business - Cooperative Service","Rural Economic Development Loans Program Account, Rural Business-Cooperative Service, Agriculture","012-3108","1","2018","2017-12-31",0,1742094.57
"Department of Agriculture","Rural Business - Cooperative Service","Rural Microenterprise Investment Program Account, Rural Business-Cooperative Service, Agriculture","012-1955","1","2018","2017-12-31",0,3283343.21
"Department of Agriculture","Rural Business-Cooperative Service","Healthy Foods Financing Initiative, Rural Business-Cooperative Service, Agriculture","012-0015","1","2018","2017-12-31",0,1249999.99
"Department of Agriculture","Rural Development","Rural Development Disaster Assistance Fund, Rural Development, Agriculture","012-0405","1","2018","2017-12-31",0,11105414.77
"Department of Agriculture","Rural Development","Salaries and Expenses, Rural Development, Agriculture","012-0403","1","2018","2017-12-31",149489066.84,87256654.24
"Department of Agriculture","Rural Housing Service","Community Facility Loans Program Account, Rural Housing and Community Development Service","012-1951","1","2018","2017-12-31",406264.75,22676500.66
"Department of Agriculture","Rural Housing Service","Expenses, Rural Housing Assistance Grants, Rural Housing Service","012-1953","1","2018","2017-12-31",5380589.98,6868059.6
"Department of Agriculture","Rural Housing Service","Mutual and Self-Help Housing Grants, Rural Housing Service, Agriculture","012-2006","1","2018","2017-12-31",0,13762677.64
"Department of Agriculture","Rural Housing Service","Rental Assistance Program, Rural Housing Service, Agriculture","012-0137","1","2018","2017-12-31",262011132,278780568.12
"Department of Agriculture","Rural Housing Service","Rental Housing Voucher Program, Rural Housing Service, Agriculture","012-2002","1","2018","2017-12-31",6665603.39,18323094.71
"Department of Agriculture","Rural Housing Service","Rural Housing Insurance Fund Program Account, Rural Housing Service, Agriculture","012-2081","1","2018","2017-12-31",132436425.07,114001220.08
"Department of Agriculture","Rural Housing Service","Rural Housing Insurance Fund, Liquidating Account, Rural Housing Service, Agriculture","012-4141","1","2018","2017-12-31",17297549.37,22548794.3
"Department of Agriculture","Rural Utilities Service","AL Telephone Bank Program Account, Rural Utilities Service, Agriculture","012-1231","1","2018","2017-12-31",0,3449864.85
"Department of Agriculture","Rural Utilities Service","Distance Learning, Telemedicine and Broadband Program, Rural Utilities Service, Agriculture","012-1232","1","2018","2017-12-31",0,60568857.63
"Department of Agriculture","Rural Utilities Service","High Energy Cost Grants, Rural Utilities Service, Agriculture","012-2042","1","2018","2017-12-31",0,13466206.43
"Department of Agriculture","Rural Utilities Service","Rural Development Insurance Fund, Liquidating Account, Rural Utilities Service, Agriculture","012-4155","1","2018","2017-12-31",0,180000
"Department of Agriculture","Rural Utilities Service","Rural Electrification and Telecommunications Loans Program Account, Rural Utilities Service, Agriculture","012-1230","1","2018","2017-12-31",10096709.67,34351089.78
"Department of Agriculture","Rural Utilities Service","Rural Electrification and Telephone Revolving Fund, Liquidating Account, Rural Utilities Service, Agriculture","012-4230","1","2018","2017-12-31",434259793.56,2255865107.56
"Department of Agriculture","Rural Utilities Service","Rural Water and Waste Disposal Loans Program Account, Rural Utilities Service","012-1980","1","2018","2017-12-31",50458299.09,149644309.36
"Department of Commerce","Bureau of Economic Analysis","Economics and Statistics Administration Revolving Fund, Economic and Statistical Analysis, Commerce","013-4323","1","2018","2017-12-31",65.1,631374.53
"Department of Commerce","Bureau of Economic Analysis","Salaries and Expenses, Economic and Statistical Analysis, Commerce","013-1500","1","2018","2017-12-31",25090669.54,22760755.33
"Department of Commerce","Bureau of Industry and Security","Operations and Administration, Bureau of Industry and Security, Commerce","013-0300","1","2018","2017-12-31",19023744.88,25380508.12
"Department of Commerce","Bureau of the Census","Census Working Capital Fund, Bureau of the Census, Commerce","013-4512","1","2018","2017-12-31",83663297.95,44561955.05
"Department of Commerce","Bureau of the Census","Periodic Censuses and Programs, Bureau of the Census, Commerce","013-0450","1","2018","2017-12-31",335034502.9,297751010.58
"Department of Commerce","Bureau of the Census","Salaries and Expenses, Bureau of the Census, Commerce","013-0401","1","2018","2017-12-31",71334240.76,43327372.69
"Department of Commerce","Departmental Management","Gifts and Bequests, Departmental Management, Commerce","013-8501","1","2018","2017-12-31",107775.51,1615071.17
"Department of Commerce","Departmental Management","Office of Inspector General - Recovery Act, Departmental Management, Commerce","013-0110","1","2018","2017-12-31",15158.16,1325868.25
"Department of Commerce","Departmental Management","Office of Inspector General, Departmental Management, Commerce","013-0126","1","2018","2017-12-31",8606685.31,17713282.84
"Department of Commerce","Departmental Management","Renovation and Modernization, Departmental Management, Commerce","013-0123","1","2018","2017-12-31",275114.55,2136751.88
"Department of Commerce","Departmental Management","Salaries and Expenses, Departmental Management, Commerce","013-0120","1","2018","2017-12-31",30736015.64,110050619.55
"Department of Commerce","Departmental Management","Working Capital Fund, Departmental Management, Commerce","013-4511","1","2018","2017-12-31",36378904.31,202133631.94
"Department of Commerce","Economic Development Administration","Economic Development Assistance Programs, Economic Development Administration, Commerce","013-2050","1","2018","2017-12-31",32210747,121300964.25
"Department of Commerce","Economic Development Administration","Economic Development Revolving Fund, Liquidating Account, Commerce","013-4406","1","2018","2017-12-31",32702.9,267297.1
"Department of Commerce","Economic Development Administration","Salaries and Expenses, Economic Development Administration, Commerce","013-0125","1","2018","2017-12-31",9033821.36,17329391
"Department of Commerce","International Trade Administration","Grants to Manufacturers of Worsted Wool Fabrics, International Trade Commission, Commerce","013-5521","1","2018","2017-12-31",0,1
