"Recipient","agency","subagency","product_or_service_code","product_or_service_description","obligation","parent","parent_name","icon"
"Brigham Young University-Provo","Department of Agriculture","Agricultural Research Service","6685","PRESSURE, TEMPERATURE, AND HUMIDITY MEASURING AND CONTROLLING INSTRUMENTS",9500,"66","INSTRUMENTS & LABORATORY EQUIPMENT","192-chemistry.svg"
"Brigham Young University-Provo","Department of Defense","Department of Defense","AZ12","R&D- OTHER RESEARCH AND DEVELOPMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",432619.8,"AZ","OTHER R&D","176-microscope.svg"
"Brigham Young University-Provo","Department of Defense","Department of the Navy","AC11","R&D- DEFENSE SYSTEM: AIRCRAFT (BASIC RESEARCH)",71402,"AC","DEFENSE SYSTEMS R&D","136-submarine.svg"
"Brigham Young University-Provo","Department of Homeland Security","Office of the Under Secretary for Science and Technology","AD23","R&D- DEFENSE OTHER: SERVICES (ADVANCED DEVELOPMENT)",263578.51,"AD","DEFENSE (OTHER) R&D","137-fighter-plane.svg"
"Brigham Young University-Provo","Department of the Interior","U.S. Geological Survey","B532","SOIL STUDIES",5500,"B5","SPECIAL STUDIES - NOT R&D","182-books.svg"
"Broward College","Department of Justice","Federal Bureau of Investigation","U099","OTHER ED & TRNG SVCS",4130,"U0","EDUCATION & TRAINING SERVICES","076-classroom.svg"
"Brown University","Department of Defense","Defense Advanced Research Projects Agency","AD92","R&D- DEFENSE OTHER: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",4245199,"AD","DEFENSE (OTHER) R&D","137-fighter-plane.svg"
"Brown University","Department of Defense","Department of the Army","AD21","SERVICES (BASIC)",160500,"AD","DEFENSE (OTHER) R&D","137-fighter-plane.svg"
"Brown University","Department of Defense","Department of the Army","AH91","R&D- ENVIRONMENTAL PROTECTION: OTHER (BASIC RESEARCH)",695996,"AH","ENVIRONMENTAL PROTECTION R&D","034-hand-holding-a-stalk.svg"
"Brown University","Department of Health and Human Services","Agency for Healthcare Research and Quality","AN42","R&D-HEALTH SVCS-A RES/EXPL DEV",592497.36,"AN","MEDICAL R&D","165-medical-stethoscope-variant.svg"
"Brown University","Department of Health and Human Services","Centers for Disease Control and Prevention","AZ12","R&D- OTHER RESEARCH AND DEVELOPMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",1176592.39,"AZ","OTHER R&D","176-microscope.svg"
"Brown University","Department of Veterans Affairs","Department of Veterans Affairs","AN11","R&D- MEDICAL: BIOMEDICAL (BASIC RESEARCH)",5694,"AN","MEDICAL R&D","165-medical-stethoscope-variant.svg"
"Brown University","Department of Veterans Affairs","Department of Veterans Affairs","B550","SPECIAL STUDIES/ANALYSIS- ORGANIZATION/ADMINISTRATIVE/PERSONNEL",76010.91,"B5","SPECIAL STUDIES - NOT R&D","182-books.svg"
"Brown University","Department of Veterans Affairs","Department of Veterans Affairs","Q999","OTHER MEDICAL SERVICES",89845,"Q9","OTHER MEDICAL SERVICES","003-icu-monitor.svg"
"Brown University","Department of Veterans Affairs","Department of Veterans Affairs","R416","SUPPORT- PROFESSIONAL: VETERINARY/ANIMAL CARE",12000,"R4","PROFESSIONAL SERVICES","071-strategy.svg"
"Brown University","Smithsonian Institution","Smithsonian Institution","U099","OTHER ED & TRNG SVCS",25000,"U0","EDUCATION & TRAINING SERVICES","076-classroom.svg"
"Bucks County Community College","Department of Defense","Department of the Navy","U002","PERSONNEL TESTING",32487,"U0","EDUCATION & TRAINING SERVICES","076-classroom.svg"
"Bucks County Community College","Department of Defense","Department of the Navy","U006","EDUCATION/TRAINING- VOCATIONAL/TECHNICAL",99306,"U0","EDUCATION & TRAINING SERVICES","076-classroom.svg"
"Bucks County Community College","Department of Defense","Department of the Navy","U008","TRAINING/CURRICULUM DEVELOPMENT",36042.79,"U0","EDUCATION & TRAINING SERVICES","076-classroom.svg"
"Bucks County Community College","Department of Defense","Department of the Navy","U099","OTHER ED & TRNG SVCS",55597.3,"U0","EDUCATION & TRAINING SERVICES","076-classroom.svg"
"Caddo Kiowa Technology Center","Department of the Interior","Bureau of Indian Affairs and Bureau of Indian Education","U009","EDUCATION/TRAINING- GENERAL",57350,"U0","EDUCATION & TRAINING SERVICES","076-classroom.svg"
"California Institute of Technology","Department of Commerce","National Oceanic and Atmospheric Administration","AR22","R&D-SPACE SCIENCE & APPL-A RES/EXPL",115101,"AR","SPACE R&D","187-satellite.svg"
"California Institute of Technology","Department of Defense","Defense Advanced Research Projects Agency","AR22","R&D-SPACE SCIENCE & APPL-A RES/EXPL",6441455.97,"AR","SPACE R&D","187-satellite.svg"
"California Institute of Technology","Department of Defense","Department of Defense","AR22","R&D-SPACE SCIENCE & APPL-A RES/EXPL",3520708.57,"AR","SPACE R&D","187-satellite.svg"
"California Institute of Technology","Department of Defense","Department of the Air Force","AR22","R&D-SPACE SCIENCE & APPL-A RES/EXPL",41623522.67,"AR","SPACE R&D","187-satellite.svg"
"California Institute of Technology","Department of Defense","Department of the Army","AR22","R&D-SPACE SCIENCE & APPL-A RES/EXPL",945497.64,"AR","SPACE R&D","187-satellite.svg"
"California Institute of Technology","Department of Defense","Department of the Navy","AR22","R&D-SPACE SCIENCE & APPL-A RES/EXPL",6065037.37,"AR","SPACE R&D","187-satellite.svg"
"California Institute of Technology","Department of Defense","Department of the Navy","S216","HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT",50000,"S2","HOUSEKEEPING SERVICES","062-maid-1.svg"
"California Institute of Technology","Department of Defense","National Security Agency/Central Security Service","AR22","R&D-SPACE SCIENCE & APPL-A RES/EXPL",71296,"AR","SPACE R&D","187-satellite.svg"
"California Institute of Technology","Department of Energy","Department of Energy","AR22","R&D-SPACE SCIENCE & APPL-A RES/EXPL",237655,"AR","SPACE R&D","187-satellite.svg"
"California Institute of Technology","Department of Health and Human Services","National Institutes of Health","6640","LABORATORY EQUIPMENT AND SUPPLIES",7894,"66","INSTRUMENTS & LABORATORY EQUIPMENT","192-chemistry.svg"
"California Institute of Technology","Department of Homeland Security","Office of the Chief Procurement Officer","AR22","R&D-SPACE SCIENCE & APPL-A RES/EXPL",95062,"AR","SPACE R&D","187-satellite.svg"
"California Institute of Technology","Department of Homeland Security","Office of the Under Secretary for Science and Technology","AR22","R&D-SPACE SCIENCE & APPL-A RES/EXPL",795277,"AR","SPACE R&D","187-satellite.svg"
"California Institute of Technology","National Aeronautics and Space Administration","National Aeronautics and Space Administration","AR12","R&D-AERO & SPACE TECH-A RES/EXPL DE",76000,"AR","SPACE R&D","187-satellite.svg"
"California Institute of Technology","National Aeronautics and Space Administration","National Aeronautics and Space Administration","AR22","R&D-SPACE SCIENCE & APPL-A RES/EXPL",2292494225.67,"AR","SPACE R&D","187-satellite.svg"
"California Institute of Technology","National Aeronautics and Space Administration","National Aeronautics and Space Administration","AR93","R&D- SPACE: OTHER (ADVANCED DEVELOPMENT)",554683,"AR","SPACE R&D","187-satellite.svg"
"California Polytechnic State University-San Luis Obispo","Department of Defense","Department of the Navy","6640","LABORATORY EQUIPMENT AND SUPPLIES",9854,"66","INSTRUMENTS & LABORATORY EQUIPMENT","192-chemistry.svg"
"California Polytechnic State University-San Luis Obispo","Department of the Interior","Bureau of Reclamation","R425","ENGINEERING AND TECHNICAL SERVICES",1163696,"R4","PROFESSIONAL SERVICES","071-strategy.svg"
"California State University Maritime Academy","Department of Defense","Department of the Navy","U005","EDUCATION/TRAINING- TUITION/REGISTRATION/MEMBERSHIP FEES",7736,"U0","EDUCATION & TRAINING SERVICES","076-classroom.svg"
"California State University Maritime Academy","Department of Transportation","Maritime Administration","J999","NON-NUCLEAR SHIP REPAIR (WEST)",26886.26,"J9","NON-NUCLEAR SHIP REPAIR","179-ship.svg"
"California State University-Chico","Department of Agriculture","Natural Resources Conservation Service","R612","SUPPORT- ADMINISTRATIVE: INFORMATION RETRIEVAL",15000,"R6","ADMINISTRATIVE SUPPORT SERVICES","074-meeting-2.svg"
"California State University-Chico","Department of Defense","Department of Defense","R499","OTHER PROFESSIONAL SERVICES",102315,"R4","PROFESSIONAL SERVICES","071-strategy.svg"
"California State University-Long Beach","Department of Homeland Security","U.S. Coast Guard","U009","EDUCATION/TRAINING- GENERAL",3726,"U0","EDUCATION & TRAINING SERVICES","076-classroom.svg"
"California State University-Long Beach","Department of Transportation","Federal Highway Administration","R499","OTHER PROFESSIONAL SERVICES",10000,"R4","PROFESSIONAL SERVICES","071-strategy.svg"
"California State University-Long Beach","Peace Corps","Peace Corps","U009","EDUCATION/TRAINING- GENERAL",31100,"U0","EDUCATION & TRAINING SERVICES","076-classroom.svg"
"California State University-Monterey Bay","Department of Veterans Affairs","Department of Veterans Affairs","D304","IT AND TELECOM- TELECOMMUNICATIONS AND TRANSMISSION",3337,"D3","IT & TELECOMMUNICATIONS","171-desktop-computer.svg"
"California State University-Northridge","Department of Defense","Department of the Navy","AC61","R&D-ELECTRONICS & COMM EQ-B RES",25000,"AC","DEFENSE SYSTEMS R&D","136-submarine.svg"
"California State University-Sacramento","Department of Agriculture","Natural Resources Conservation Service","F009","NATURAL RESOURCES/CONSERVATION- SEED COLLECTION/PRODUCTION",4000,"F0","NATURAL RESOURCE CONSERVERVAT ION SERVICES","034-hand-holding-a-stalk.svg"
"California State University-Sacramento","Department of the Interior","Bureau of Land Management","R408","SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT",26478.64,"R4","PROFESSIONAL SERVICES","071-strategy.svg"
"California State University-Sacramento","Department of the Interior","Bureau of Land Management","R708","SUPPORT- MANAGEMENT: PUBLIC RELATIONS",11202.75,"R7","MANAGEMENT SUPPORT SERVICES","214-manager.svg"
"California State University-San Bernardino","Department of Homeland Security","U.S. Coast Guard","U009","EDUCATION/TRAINING- GENERAL",4589.58,"U0","EDUCATION & TRAINING SERVICES","076-classroom.svg"
"California State University-Stanislaus","Department of Homeland Security","U.S. Coast Guard","R404","PROF SVCS/LAND SURVEYS - CADASTRAL",225,"R4","PROFESSIONAL SERVICES","071-strategy.svg"
"Calvin College","Department of Agriculture","Forest Service","8730","SEEDS AND NURSERY STOCK",5000,"87","AGRICULTURAL SUPPLIES","216-shovel.svg"
"Cameron University","Department of Veterans Affairs","Department of Veterans Affairs","D399","OTHER ADP & TELECOMMUNICATIONS SVCS",464.32,"D3","IT & TELECOMMUNICATIONS","171-desktop-computer.svg"
"Campbell University","Department of Defense","Department of the Navy","U005","EDUCATION/TRAINING- TUITION/REGISTRATION/MEMBERSHIP FEES",614634.73,"U0","EDUCATION & TRAINING SERVICES","076-classroom.svg"
"Canadian Valley Technology Center","Department of Justice","Federal Prison System / Bureau of Prisons","U009","EDUCATION/TRAINING- GENERAL",224441.14,"U0","EDUCATION & TRAINING SERVICES","076-classroom.svg"
"Carnegie Mellon University","Corporation for National and Community Service","Corporation for National and Community Service","U099","OTHER ED & TRNG SVCS",4500,"U0","EDUCATION & TRAINING SERVICES","076-classroom.svg"
"Carnegie Mellon University","Department of Commerce","U.S. Census Bureau","R799","OTHER MANAGEMENT SUPPORT SERVICES",19604,"R7","MANAGEMENT SUPPORT SERVICES","214-manager.svg"
"Carnegie Mellon University","Department of Defense","Defense Advanced Research Projects Agency","AD92","R&D- DEFENSE OTHER: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",3788712,"AD","DEFENSE (OTHER) R&D","137-fighter-plane.svg"
"Carnegie Mellon University","Department of Defense","Defense Advanced Research Projects Agency","AZ16","R&D-OTHER R & D-MGMT SUP",2009533,"AZ","OTHER R&D","176-microscope.svg"
"Carnegie Mellon University","Department of Defense","Defense Threat Reduction Agency","AD92","R&D- DEFENSE OTHER: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",245000,"AD","DEFENSE (OTHER) R&D","137-fighter-plane.svg"
"Carnegie Mellon University","Department of Defense","Department of Defense","AZ12","R&D- OTHER RESEARCH AND DEVELOPMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",2575519,"AZ","OTHER R&D","176-microscope.svg"
"Carnegie Mellon University","Department of Defense","Department of the Air Force","AC61","R&D-ELECTRONICS & COMM EQ-B RES",149736014.4,"AC","DEFENSE SYSTEMS R&D","136-submarine.svg"
"Carnegie Mellon University","Department of Defense","Department of the Army","AD92","R&D- DEFENSE OTHER: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",569975,"AD","DEFENSE (OTHER) R&D","137-fighter-plane.svg"
"Carnegie Mellon University","Department of Defense","Department of the Army","AJ14","R&D- GENERAL SCIENCE/TECHNOLOGY: PHYSICAL SCIENCES (ENGINEERING DEVELOPMENT)",380606,"AJ","GEN. SCIENCE & TECHNOLOGY R&D","190-idea.svg"
"Carnegie Mellon University","Department of Defense","Department of the Army","AZ11","R&D-OTHER R & D-B RES",2532757,"AZ","OTHER R&D","176-microscope.svg"
"Carnegie Mellon University","Department of Defense","Department of the Navy","AC61","R&D-ELECTRONICS & COMM EQ-B RES",519850.16,"AC","DEFENSE SYSTEMS R&D","136-submarine.svg"
"Carnegie Mellon University","Department of Defense","Department of the Navy","AC63","R&D-ELECTRONICS & COMM EQ-ADV DEV",627000,"AC","DEFENSE SYSTEMS R&D","136-submarine.svg"
"Carnegie Mellon University","Department of Defense","Department of the Navy","AD63","CONSTRUCTION (ADVANCED)",375000,"AD","DEFENSE (OTHER) R&D","137-fighter-plane.svg"
"Carnegie Mellon University","Department of Defense","Department of the Navy","AJ14","R&D- GENERAL SCIENCE/TECHNOLOGY: PHYSICAL SCIENCES (ENGINEERING DEVELOPMENT)",380606,"AJ","GEN. SCIENCE & TECHNOLOGY R&D","190-idea.svg"
"Carnegie Mellon University","Department of Defense","Department of the Navy","U005","EDUCATION/TRAINING- TUITION/REGISTRATION/MEMBERSHIP FEES",2072034.5,"U0","EDUCATION & TRAINING SERVICES","076-classroom.svg"
"Carnegie Mellon University","Department of Energy","Department of Energy","D316","TELECOMMUNICATION NETWORK MGMT SVCS",114450,"D3","IT & TELECOMMUNICATIONS","171-desktop-computer.svg"
"Carnegie Mellon University","Department of Energy","Department of Energy","W066","LEASE-RENT OF INSTRUMENTS & LAB EQ",105000,"W0","LEASE & RENTAL EQUIPMENT","198-real-estate.svg"
"Carnegie Mellon University","Department of Transportation","Federal Aviation Administration","U005","EDUCATION/TRAINING- TUITION/REGISTRATION/MEMBERSHIP FEES",14000,"U0","EDUCATION & TRAINING SERVICES","076-classroom.svg"
"Carnegie Mellon University","Department of Transportation","Federal Highway Administration","AT21","R&D- OTHER TRANSPORTATION: HUMAN FACTORS CONCERNING TRANSPORTATION (BASIC RESEARCH)",1900000,"AT","TRANSPORTATION (OTHER) R&D","221-boat-from-front-view.svg"
"Carnegie Mellon University","Department of Veterans Affairs","Department of Veterans Affairs","R499","OTHER PROFESSIONAL SERVICES",12083.13,"R4","PROFESSIONAL SERVICES","071-strategy.svg"
"Carnegie Mellon University","General Services Administration","Office of Government-wide Policy","B543","SPECIAL STUDIES/ANALYSIS- ENERGY",249000,"B5","SPECIAL STUDIES - NOT R&D","182-books.svg"
"Case Western Reserve University","Department of Defense","Defense Advanced Research Projects Agency","AD91","OTHER DEFENSE (BASIC)",750000,"AD","DEFENSE (OTHER) R&D","137-fighter-plane.svg"
"Case Western Reserve University","Department of Defense","Defense Advanced Research Projects Agency","AD92","R&D- DEFENSE OTHER: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",2198160,"AD","DEFENSE (OTHER) R&D","137-fighter-plane.svg"
"Case Western Reserve University","Department of Defense","Department of the Navy","U005","EDUCATION/TRAINING- TUITION/REGISTRATION/MEMBERSHIP FEES",357630.27,"U0","EDUCATION & TRAINING SERVICES","076-classroom.svg"
"Case Western Reserve University","Department of Energy","Department of Energy","H266","EQUIPMENT AND MATERIALS TESTING- INSTRUMENTS AND LABORATORY EQUIPMENT",124990,"H2","EQUIPMENT & MATERIALS TESTING","006-line-chart.svg"
"Case Western Reserve University","Department of Health and Human Services","Centers for Disease Control and Prevention","AN12","R&D- MEDICAL: BIOMEDICAL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",1375615,"AN","MEDICAL R&D","165-medical-stethoscope-variant.svg"
"Case Western Reserve University","Department of Health and Human Services","National Institutes of Health","AN47","R&D- MEDICAL: HEALTH SERVICES (COMMERCIALIZED)",5275,"AN","MEDICAL R&D","165-medical-stethoscope-variant.svg"
