"Agency","Subagency","accountID","Title","Obligation","Unobligated"
"Department of Commerce","National Telecommunications and Information Administration",557,"Public Safety Trust Fund, National Telecommunications and Information Administration, Commerce",2457479.91,471498485.4
"Department of Commerce","National Telecommunications and Information Administration",499,"State and Local Implementation Fund, National Telecommunications and Information Administration, Commerce",294077.97,39223713.88
"Department of Commerce","National Telecommunications and Information Administration",523,"Network Construction Fund, Telecommunications and Information Administration, Commerce",684984197.5,5558543491
"Department of Commerce","National Telecommunications and Information Administration",526,"First Responder Network Authority, National Telecommunications and Information Administration, Commerce",0,79769000
"Department of Defense","Operation and Maintenance",1255,"Operation and Maintenance, Army",0,0
"Department of Defense","Operation and Maintenance",1517,"Operation and Maintenance, Air Force",1731.45,6253871.05
"Department of Defense","Operation and Maintenance",1265,"Operation and Maintenance, Army National Guard",0,0
"Department of Defense","Military Construction",1262,"Military Construction, Army",0,79014.66
"Department of Defense","Military Construction",951,"Military Construction, Navy and Marine Corps",1132252.22,578189.28
"Department of Defense","Military Construction",1515,"Military Construction, Air Force",0,1750000
"Department of Defense","Military Construction",2584,"Military Construction, Defense-Wide",0,202030.29
"Department of Defense","Military Construction",1269,"Military Construction, Army Reserve",0,5000000
"Department of Defense","Military Construction",2580,"Chemical Demilitarization Construction, Defense-Wide",0,1536926.6
"Department of Defense","Military Construction",2588,"Department of Defense Base Closure Account, Defense",0,7769167.1
"Department of Defense","Military Construction",2587,"Department of Defense Base Closure Account 2005, Defense",0,5204079.5
"Department of Education","Office of Elementary and Secondary Education",2509,"Education for the Disadvantaged, Education",10765939544,47236202.39
"Department of Education","Office of Elementary and Secondary Education",2491,"Chicago Litigation Settlement, Education",0,27546.9
"Department of Education","Office of Elementary and Secondary Education",2483,"Impact AID, Education",278762343.5,359291432.4
"Department of Education","Office of Elementary and Secondary Education",2510,"School Improvement Programs,  Education",1670416100,49966975.96
"Department of Education","Office of Elementary and Secondary Education",2487,"Safe Schools and Citizenship Education,  Education",78819874.43,33921257.37
"Department of Education","Office of Elementary and Secondary Education",2482,"Indian Education, Office of Elementary and Secondary Education,  Education",894064,41905016.09
"Department of Education","Office of Innovation and Improvement",2488,"Innovation and Improvement, Education",31971254.65,255145894.3
"Department of Education","Office of English Language Acquisition",2512,"Bilingual and Immigrant Education, Education",307055,6889315.08
"Department of Education","Office of Special Education and Rehabilitative Services",2500,"Special Education, Education",9220502717,57620509.42
"Department of Education","Office of Special Education and Rehabilitative Services",2501,"Rehabilitation Services, Education",615222623,449821512.3
"Department of Education","Office of Special Education and Rehabilitative Services",2503,"American Printing House for the Blind, Special Institutions for Persons with Disabilities, Education",4773818,0
"Department of Education","Office of Special Education and Rehabilitative Services",2504,"National Technical Institute for the Deaf, Special Institutions for Persons with Disabilities, Department of Education",13143158,66230
"Department of Education","Office of Special Education and Rehabilitative Services",2505,"Gallaudet University, Special Institutions for Persons with Disabilities, Education",22765318,0
"Department of Education","Office of Career, Technical, and Adult Education",2502,"Career, Technical, and Adult Education, Education",769194924,50252519
"Department of Education","Office of Postsecondary Education",2485,"Higher Education, Department of Education",1431394.4,954687578
"Department of Education","Office of Postsecondary Education",2506,"Howard University,  Education",41000287,0
"Department of Education","Office of Postsecondary Education",2495,"College Housing and Academic Facilities Loans Program,  Education",90281.47,98880.61
"Department of Education","Office of Postsecondary Education",2515,"Historically Black College and University Capital Financing Program Account, Education",57263.28,64152024.41
"Department of Education","Office of Postsecondary Education",2496,"College Housing and Academic Facilities Loans, Liquidating Account, Education",0,4000000
"Department of Education","Office of Postsecondary Education",2494,"Higher Education Facilities Loans and Insurance,  Education",74792.53,525207.47
"Department of Education","Office of Postsecondary Education",2516,"College Housing Loans, Education",95360.47,669639.53
"Department of Education","Office of Federal Student Aid",2484,"Student Financial Assistance, Education",268886248.7,16175977716
"Department of Education","Office of Federal Student Aid",2499,"Iraq and Afghanistan Service Grants Program, Office of Federal Student AID, Education",88255.99,476165.18
"Department of Education","Office of Federal Student Aid",2486,"Student and Administration, Education",163415530.4,359830020
"Department of Education","Office of Federal Student Aid",2490,"Teach Grant Program Account,  Education",1712958,27109230
"Department of Education","Office of Federal Student Aid",2517,"Federal Student Loan Reserve Fund, Education",0,2076589949
"Department of Education","Office of Federal Student Aid",2497,"Federal Direct Student Loan Program, Education",1659393625,7200498529
"Department of Education","Office of Federal Student Aid",2492,"Guaranteed Student Loans, Liquidating Account, Education",5605057.22,649815142.5
"Department of Education","Office of Federal Student Aid",2518,"Health Education Assistance Loans Liquidating Account, Education",288770.8,2711229.2
"Department of Education","Institute of Education Sciences",2511,"Institute of Education Sciences, Department of Education",102446205.4,98809404.05
"Department of Education","Departmental Management",2508,"Program Administration, Departmental Management,  Education",84041532.97,51327260.38
"Department of Education","Departmental Management",2525,"Contributions,  Education",13121.86,621773.04
"Department of Education","Departmental Management",2507,"Office for Civil Rights, Departmental Management, Education",23015223.5,11018846.26
"Department of Education","Departmental Management",2513,"Office of the Inspector General, Departmental Management,  Education",12609274.57,10377561.39
"Department of Education","Hurricane Education Recovery",2481,"Hurricane Education Recovery, Office of Elementary and Secondary Education, Education",0,76700.68
"Department of Energy","National Nuclear Security Administration",2423,"Federal Salaries and Expenses, National Nuclear Security Administration, Energy",81956569.07,70090441.88
"Department of Energy","National Nuclear Security Administration",2424,"Naval Reactors, National Nuclear Security Administration, Energy",309708542.9,124615230
"Department of Energy","National Nuclear Security Administration",2411,"Weapons Activities, National Nuclear Security Administration, Energy",2532023484,2821166867
"Department of Energy","National Nuclear Security Administration",2421,"Defense Nuclear Nonproliferation, National Nuclear Security Administration, Energy",305961840.4,368905105.9
"Department of Energy","Environmental and Other Defense Activities",2412,"Defense Environmental Restoration and Waste Management, Energy",0,0
"Department of Energy","Environmental and Other Defense Activities",2417,"Defense Environmental Cleanup, Environmental and Other Defense Activities, Energy",1136240340,539397586.1
"Department of Energy","Environmental and Other Defense Activities",2415,"Defense Environmental Services, Energy",0,11435.7
"Department of Energy","Environmental and Other Defense Activities",2413,"Other Defense Activities, Environmental and Other Defense Activities, Energy",329674962.6,2897766545
"Department of Energy","Environmental and Other Defense Activities",2414,"Defense Nuclear Waste Disposal, Environmental and Other Defense Activities, Energy",150000,2056240.04
"Department of Energy","Energy Programs",2403,"Science, Energy Programs, Energy",962817666.8,1451416444
"Department of Energy","Energy Programs",2432,"Advanced Research Projects Agency-Energy, Energy Programs, Energy",25603427.57,247232627.1
"Department of Energy","Energy Programs",2404,"Energy Supply, Energy",0,5847086.66
"Department of Energy","Energy Programs",2427,"Nuclear Energy, Energy Programs, Energy",155170958.2,391426376.1
"Department of Energy","Energy Programs",2426,"Electricity Delivery and Energy Reliability, Energy Programs, Energy",40543267.78,81505189.29
"Department of Energy","Energy Programs",2428,"Legacy Management, Energy Programs, Energy",0,99000.44
"Department of Energy","Energy Programs",2429,"Energy Efficiency and Renewable Energy, Energy Programs, Energy",267128165.2,1226979217
"Department of Energy","Energy Programs",2425,"Non-Defense Environmental Cleanup, Energy Programs, Energy",57839227.01,72592272.29
"Department of Energy","Energy Programs",2396,"Fossil Energy Research and Development, Energy Programs, Energy",60967637.19,491023805.9
